date,text
2020-05-30 22:19:06+00:00,its tobacco products kill over million people every year the industry is targeting youth to replace people that their products are killing so they can make a killing in profits it s time to 
2020-05-30 20:59:18+00:00,thank you for taking the quiz check here for the correct answers how many did you get right 
2020-05-30 18:55:35+00:00,who calls on all sectors to help stop marketing tactics of tobacco and related industries that prey on children young people government amp financial sector divest from amp related industries governments ban all forms of advertising promotion amp sponsorship
2020-05-30 18:35:33+00:00,who calls on all sectors to help stop marketing tactics of tobacco and related industries that prey on children young people social media platforms ban the marketing of amp related products amp prohibit influencer marketing 
2020-05-30 17:18:11+00:00,who calls on all sectors to help stop marketing tactics of tobacco and related industries that prey on children young people celebrities amp influencers reject all offers of sponsorship television amp streaming services stop showing tobacco or e cigarette use on screen
2020-05-30 17:01:43+00:00,who calls on all sectors to help stop marketing tactics of tobacco and related industries that prey on children young people schools refuse any form of sponsorship amp prohibit representatives from tobacco companies from speaking to students 
2020-05-30 16:29:39+00:00,the toolkit exposes tactics such as parties concerts hosted by the tobacco related industries e cigarette flavours that attract youth like bubble gum candy e cigarette representatives presenting in schools product placement in popular streaming shows 
2020-05-30 16:02:00+00:00,the toolkit has a set of classroom activities including one that puts the students in the shoes of the tobacco and related industries to make them aware of how the industry tries to manipulate them into using deadly products 
2020-05-30 15:12:24+00:00,over million young people aged have already started to use tobacco who launched a new kit for school students aged to alert them to the tobacco related industries tactics used to hook them to addictive products 
2020-05-30 14:34:46+00:00,smoking suffocates the lungs and other organs starving them of the oxygen they need to develop and function properly 
2020-05-30 13:56:33+00:00,the tobacco and related industries has offered free branded masks delivery to your door during quarantine and has lobbied for their products to be listed as essential it s high time to get amp 
2020-05-30 12:56:22+00:00,even during tobacco and related industries persist by pushing products that limit people s ability to fight the virus amp recover from the disease 
2020-05-30 12:24:16+00:00,every year the tobacco industry invests over b to advertise its products increasingly it is targeting young people with nicotine tobacco products in a bid to replace the million people that its products kill every year 
2020-05-30 11:43:59+00:00,who calls to and stop tobacco and related industries exploitation of children and young people 
2020-05-30 09:55:15+00:00,the tobacco industry targets youth by selling tobacco 
2020-05-30 09:55:14+00:00,studies show that of new youth smokers take up the habit because of smoking in movies and tv 
2020-05-30 09:55:14+00:00, has the highest number of tobacco incidents on screen 
2020-05-30 09:55:13+00:00,the tobacco industry spends over million on marketing every 
2020-05-30 09:55:13+00:00,the tobacco industry young customers 
2020-05-30 09:55:12+00:00, are more likely to get a severe case of 
2020-05-30 09:55:11+00:00,what do you know about the tobacco industry take our quiz and find out more 
2020-05-30 08:09:48+00:00,join our new online course on the decontamination and sterilization of medical devices which plays a role in the prevention of health care associated infections join the free course today 
2020-05-29 16:44:11+00:00,the technology access pool was first proposed in march by president of 
2020-05-29 16:30:05+00:00,the medicines patent pool is a backed public health body that works to increase access to amp facilitate the development of life saving medicines for low and middle income countries 
2020-05-29 16:29:08+00:00, key elements to the technology access pool initiative promotion of open innovation models amp technology transfer that increase local manufacturing amp supply capacity
2020-05-29 16:25:52+00:00, key elements to the technology access pool initiative licensing any potential treatment diagnostic vaccine or other health technology to the medicines patent pool 
2020-05-29 16:25:52+00:00, key elements to the technology access pool initiative governments amp other funders are encouraged to incl clauses in funding agreements with pharmaceutical companies amp other innovators about equitable distribution affordability amp the publication of trial data
2020-05-29 16:20:39+00:00, key elements to the technology access pool initiative public disclosure of gene sequences amp data transparency around the publication of all clinical trial results 
2020-05-29 16:13:32+00:00,the technology access pool will be voluntary and based on social solidarity it will provide a one stop shop for scientific knowledge data and intellectual property to be shared equitably by the global community 
2020-05-29 16:01:39+00:00,the technology access pool aims to accelerate the discovery of vaccines medicines amp other technologies through open science research fast track product development by mobilizing additional manufacturing capacity 
2020-05-29 15:41:46+00:00, countries multiple international partners and institutions have signed up to support the technology access pool in a bid to make vaccines tests treatments and other health technologies to fight covid accessible to all 
2020-05-29 15:29:00+00:00,the full remarks by 
2020-05-29 15:11:49+00:00, has highlighted the inequalities of our world but it s also offering us an opportunity to bridge those inequalities and build a fairer world a world in which health is not a privilege for the few but a common good 
2020-05-29 15:11:33+00:00, tools to prevent detect and treat are global public goods that must be accessible by all people science is giving us solutions but to make those solutions work for everyone we need solidarity 
2020-05-29 15:11:17+00:00, c tap is voluntary and builds on the success of the medicines patent pool in expanding access to treatments for hiv and hepatitis c who recognizes the important role that patents play in fuelling innovation but this is a time when people must take priority 
2020-05-29 15:10:40+00:00, through c tap we are inviting companies or governments that develop an effective therapeutic to contribute the patent to the medicines patent pool which would then sub license the patent to generic manufacturers 
2020-05-29 15:09:59+00:00, c tap has priorities promoting open innovation models and technology transfer that increase local manufacturing and supply capacity 
2020-05-29 15:09:59+00:00, c tap has priorities encouraging govts amp research funders to include clauses in contracts with pharmaceutical companies about equitable distribution amp publication of trial data licensing treatments and vaccines to large and small producers 
2020-05-29 15:09:59+00:00, c tap has priorities public disclosure of gene sequencing research public disclosure of all clinical trial results 
2020-05-29 15:07:11+00:00, c tap is a sister initiative of the act accelerator and offers concrete actions to achieve the objective of the act accelerator which is equitable access 
2020-05-29 15:06:55+00:00, today we are joining countries and numerous partners to launch the technology access pool or c tap c tap was first proposed by president of and i d like to thank his excellency the president for his leadership and solidarity 
2020-05-29 15:05:56+00:00, a month ago who and partners launched the act accelerator to speed up the development production and equitable distribution of vaccines diagnostics and therapeutics for 
2020-05-29 15:05:17+00:00, science is moving with incredible speed almost every day there is more news about research into vaccines diagnostics and therapeutics but will all people benefit from these tools or will they become another reason people are left behind 
2020-05-29 15:04:55+00:00, since the beginning of the pandemic science has been at the heart of who s efforts to suppress transmission and save lives 
2020-05-29 15:03:08+00:00,live launch of the technology access pool
2020-05-29 09:51:21+00:00,what are some additional and recommended resources during 
2020-05-29 09:51:21+00:00,if members of your household are essential workers what s the best way to show them emotional support and encouragement right now 
2020-05-29 09:51:20+00:00,do you have any advice for parents looking after children while schools are closed 
2020-05-29 09:51:20+00:00,with constant sometimes frightening news reports about how can i stay informed without feeling overwhelmed 
2020-05-29 09:51:20+00:00,is there anything i should avoid during confinement at home 
2020-05-29 09:51:19+00:00,can physical fitness improve my 
2020-05-29 09:51:19+00:00,how can i keep positive during confinement at home 
2020-05-29 09:51:18+00:00, about keeping a healthy mind during in the below thread who answers frequently asked questions on how to manage stress and anxiety in a time of pandemic 
2020-05-29 08:44:53+00:00,who prescription for a healthy green recovery protect nature invest in essential services ensure a quick healthy energy transition promote healthy sustainable food systems build healthy liveable cities stop using taxpayers to fund pollution
2020-05-29 08:33:29+00:00, the countries with the fastest increasing percentage of population with access to for the period are india nigeria bangladesh indonesia myanmar viet nam afghanistan sudan ghana c te d ivoire 
2020-05-29 08:21:48+00:00,between and saw the fastest growth in the percentage of people using clean fuels and technologies of any country the number of people lacking access to in was reduced from million million 
2020-05-28 19:01:46+00:00,the report is out read about the progress and find out how who amp partners are strengthening cooperation between health and energy sectors to accelerate transition to clean energy 
2020-05-28 18:51:05+00:00,urgent action needed to accelerate access to sustainable and modern energy solutions which is key for a resilient green recovery post latest report 
2020-05-28 17:09:11+00:00,today is an enabling environment for womens menstrual health means women have easy access to amp disposal infrastructure that are secure hygienic accessible amp provide privacy menstrual symptoms are recognized as legitimate health issues
2020-05-28 17:09:11+00:00,today is an enabling environment for womens menstrual health means menstruation is seen as healthy and normal have access to menstrual products materials that meet their needs and preferences
2020-05-28 13:44:34+00:00, how to get 
2020-05-28 13:01:29+00:00,from the earliest moments of a child s life can mean the difference between life and death babies who are not breastfed are times more likely to die than babies who are exclusively breastfed 
2020-05-28 12:44:05+00:00,breast milk saves children s lives as it provides antibodies that give babies a healthy boost and protects them against many childhood illnesses holt
2020-05-28 11:43:40+00:00,babies should be fed nothing but breast milk for their first months after which they should continue and eating other nutritious and safe foods until years of age or beyond 
2020-05-28 10:47:42+00:00,mothers with symptoms of are advised to wear a medical mask but even if this is not possible should be continued 
2020-05-28 09:44:49+00:00,women with can breastfeed they should wash hands with soap and water or use alcohol based hand rub frequently wear a medical mask during any contact with the baby sneeze or cough into a tissue routinely clean and disinfect surfaces touched 
2020-05-28 09:29:57+00:00,close contact and early exclusive helps a baby to thrive a woman with should be supported to breastfeed safely hold her newborn skin to skin share a room with her baby 
2020-05-27 20:46:38+00:00,transmission of active covid virus through breast milk and has not been detected to date there is no reason to avoid or stop breastfeeding 
2020-05-27 20:41:29+00:00,it is not safer to give infant formula milk to your baby if you have confirmed or suspected 
2020-05-27 20:22:29+00:00,women should continue to breastfeed during the pandemic even if they have the numerous benefits substantially outweigh the potential risks of transmission amp illness associated with the virus 
2020-05-27 20:07:25+00:00,who and call on governments to urgently strengthen legislation on the international code of marketing of breast milk substitutes during the pandemic they should not seek or accept donations of breast milk substitutes in emergency situations 
2020-05-27 19:54:07+00:00,during essential health care services aimed at supporting mothers to breastfeed including counselling and skilled lactation support have been disrupted in many countries 
2020-05-27 19:34:21+00:00,baby food companies sponsor meetings for health professionals to gain preferential access and promote their products but only countries currently prohibit this kind of sponsorship 
2020-05-27 19:24:29+00:00,breast milk substitutes should never be promoted in health facilities baby food companies should never be allowed to give gifts to health workers 
2020-05-27 19:10:39+00:00,only countries prohibit the promotion of breast milk substitutes in health facilities only have laws prohibiting the distribution of free or low cost infant formula supplies within the health care system 
2020-05-27 19:01:19+00:00,in the past two years countries have strengthened their regulations on marketing of breast milk substitutes 
2020-05-27 18:42:35+00:00,in view of the pandemic the foundation will initially focus on emergencies amp pandemic response it will also raise amp disburse funds for all global public health priorities in full alignment with the who general programme of work 
2020-05-27 18:22:00+00:00,to help broaden whos donor base and achieve more sustainable predictable funding the foundation will facilitate contributions to who trusted partners from general public individual major donors corporate partners 
2020-05-27 18:01:59+00:00,who foundation will provide funds to who partners to deliver on the organizations triple billion goals protect billion people from health emergencies extend universal health coverage to billion people assure healthy lives amp wellbeing to billion people by 
2020-05-27 17:12:02+00:00,who welcomes the creation of the who foundation an independent grant making entity headquartered in geneva that will support our efforts to address the most pressing global health challenges 
2020-05-27 16:53:49+00:00, countries have in place some form of legal measure related to the international code of marketing of breast milk substitutes aimed at protecting from inappropriate promotion practices 
2020-05-27 16:49:40+00:00,despite efforts to stop the harmful promotion of breast milk substitutes countries are still falling short in protecting parents from misleading information who new report 
2020-05-27 16:23:56+00:00,who and animation studio illumination have partnered to launch a public service announcement that reinforces safe and healthy behaviour during featuring globally beloved gru and the 
2020-05-27 16:03:18+00:00,the amp gru are supporting who in making sure people of all ages stay safe and healthy during this pandemic physically distancing being active at home being kind to each other
2020-05-27 15:33:00+00:00, the solidarity response fund will continue to receive donations to support who s work on while the who foundation will help to fund all elements of who s work and be fully aligned with our priorities 
2020-05-27 15:31:53+00:00, to further promote the solidarity response fund who has partnered with illumination to launch a public service announcement today aimed at children featuring the beloved animated characters the amp gru voiced by the actor 
2020-05-27 15:25:44+00:00, these funds have been used to buy lab diagnostics personal protective equipment and to fund research and development including for vaccines the solidarity response fund is powerful proof of concept for the who foundation 
2020-05-27 15:25:27+00:00, in just two and a half months this fund has raised more than usd m from more than individuals and companies including million dollars from the one world virtual concert 
2020-05-27 15:24:41+00:00, the who foundation was not ready to launch when the pandemic began so with the support of the the swiss philanthropy foundation and several other partners we launched the covid solidarity response fund 
2020-05-27 15:24:16+00:00, this is a historic step for who as an integral part of our resource mobilization strategy to broaden the contributor base 
2020-05-27 15:24:03+00:00, since february we have been hard at work supporting the establishment of the who foundation and today it gives us enormous pleasure to launch it officially 
2020-05-27 15:21:44+00:00, but for who to fulfil its mission and mandate there is a clear need to broaden our donor base and to improve both the quantity and quality of funding we receive meaning more flexibility 
2020-05-27 15:21:33+00:00, we have been working hard to encourage member states to increase the proportion of flexible funds they give us we ve very grateful for those countries that have given us greater flexibility in recent years 
2020-05-27 15:21:24+00:00, in effect that means who has little discretion over the way it spends its funds 
2020-05-27 15:20:44+00:00, one of the greatest threats to who s success is the fact that less than of our budget comes in the form of flexible assessed contributions from member states while over is voluntary contributions which are usually tightly earmarked for specific programmes 
2020-05-27 15:18:04+00:00, until now who has been one of the few international organizations which has not received donations from the general public i immediately recognized the enormous potential in this idea 
2020-05-27 15:17:53+00:00, at one of the first meetings a staff member proposed the creation of a who foundation the idea was to establish a way to generate funding for who from sources we haven t tapped before including the general public 
2020-05-27 15:17:13+00:00, these ideas became the basis of the transformation process we have been implementing over the past few years and i would like to thank all staff who contributed their ideas that are now changing the face of who 
2020-05-27 15:17:02+00:00, one of the ways i did that was by instituting open hour where any staff member can come to talk to me about any issue they want every thursday 
2020-05-27 15:16:48+00:00, when i started as director general almost three years ago one of the first things i did was to put out a call to all staff to contribute ideas for how to transform who and make it more effective 
2020-05-27 15:16:19+00:00, as some countries start to re open their societies economies the question we must answer is whether we will just return to the way things were or whether we will learn the lessons the pandemic is teaching us about our relationship with our planet 
2020-05-27 15:15:27+00:00, stop subsidizing fossil fuels that cause pollution and drive 
2020-05-27 15:15:26+00:00, build cities that integrate health into all aspects of urban planning from sustainable transport systems to healthy housing 
2020-05-27 15:15:26+00:00, promote healthy and sustainable food systems to give people access to healthy and affordable food 
2020-05-27 15:15:26+00:00, invest in a quick transition to clean energy that will cut air pollution so that when has been defeated people can breathe clean air 
2020-05-27 15:15:25+00:00, ensure that homes and health facilities have water and sanitation access to clean and reliable energy and are resilient to 
2020-05-27 15:12:14+00:00, yesterday who published our manifesto for a green and healthy recovery from with simple prescriptions protect nature which is the source of the air water and food on which human health depends 
2020-05-27 15:10:44+00:00, our air and water can be clearer our streets can be quieter and safer and many of us have found new ways to work while spending more time with our families 
2020-05-27 15:10:31+00:00, the human cost of has been devastating amp the so called lockdown measures have turned lives upside down but the pandemic has given us a glimpse of what our world could look like if we took the bold steps that are needed to curb amp 
2020-05-27 15:09:45+00:00, yesterday million health professionals sent a letter to the leaders of each of the nations calling for a healthy and green recovery from i fully support this 
2020-05-27 15:07:23+00:00,media briefing on with 
2020-05-27 14:47:09+00:00,health care systems must act to boost parents confidence in without the influence of baby food companies so that children dont miss out on its lifesaving benefits 
2020-05-27 14:16:44+00:00,the aggressive marketing of breast milk substitutes especially through health professionals that parents trust for nutrition and health advice is a major barrier to improving newborn and child health worldwide 
2020-05-27 12:06:49+00:00,only countries have prohibited the sponsorship of scientific health professional association meetings by manufacturers of breast milk substitutes which incl infant formula follow up formula growing up milks marketed for use by infants children up to months old 
2020-05-27 11:40:28+00:00,only countries prohibit the promotion of breast milk substitutes in health facilities only have provisions that prohibit the distribution of free or low cost supplies such as free infant formula samples feeding bottles within the health care system 
2020-05-27 11:12:10+00:00,legal restrictions in most counties do not fully cover marketing of breast milk substitutes that occurs in health facilities 
2020-05-27 10:19:31+00:00,infant formula labels cannot make nutritional and health claims or include images that idealize infant formula instead labels must carry messages about the superiority of over formula and the risks of not breastfeeding 
2020-05-27 10:03:57+00:00,the international code of marketing of breast milk substitutes also known as the code bans all forms of promotion of breast milk substitutes including advertising gifts to health workers and distribution of free samples 
2020-05-27 09:20:50+00:00,of the countries analysed in the report have in place some form of legal measure related to the intl code of marketing of breast milk substitutes subsequent resolutions adopted by the world health assembly the code 
2020-05-27 08:38:16+00:00,breastmilk saves children s lives as it provides antibodies that give babies a healthy boost and protect them against many childhood illnesses 
2020-05-27 08:20:03+00:00,despite efforts to stop the harmful promotion of breast milk substitutes countries are still falling short in protecting parents from misleading information new report by who 
2020-05-27 06:58:43+00:00,the best way to ensure cases of are on a downward trajectory is to put strong testing disease surveillance and public health measures in place 
2020-05-26 22:40:55+00:00, countries have expressed an interest in participating in the solidarity trial to date over hospitals in countries are actively recruiting patients and nearly patients have been enrolled from countries 
2020-05-26 22:11:16+00:00,the solidarity trial is an international clinical trial to help find an effective treatment for launched by who and partners it is hoped that one or more of the treatments under trial will result in improving clinical outcomes in covid patients and save lives
2020-05-26 22:02:46+00:00,the executive group is an independent group that is part of the governance framework of the trial with senior experts from participating countries a representative of the data safety monitoring committee a representative of who 
2020-05-26 21:52:17+00:00,the executive group is withholding its final opinion until the comprehensive review of the evidence is available for consideration the aim is to have this review conducted by mid june 
2020-05-26 21:43:21+00:00,the executive group will review published data the interim analysis from the solidarity trial by the trial data safety monitoirng committee and the findings from other ongoing trials that include hydroxychloroquine as one of their study arms 
2020-05-26 21:41:52+00:00,if we add in the cost of damage to health the environment the real value of the fossil fuel subsidy increases to over usd trillion per year more than all govts around the spend on health care 
2020-05-26 21:22:11+00:00,the executive group for the solidarity trial has implemented a temporary pause of the trial of hydroxychloroquine as a treatment for while the safety data is reviewed by the data safety monitoring committee 
2020-05-26 20:41:10+00:00,recovering from will involve some major financial reforms a good place to start is with fossil fuel subsidies united nations 
2020-05-26 19:52:09+00:00,are you in a during if not remember you can reach out to supportive family friends or neighbours use a safe code word in the case of an emergency call a hotline or access information online if possible 
2020-05-26 19:34:24+00:00,who manifesto for a from stop using taxpayers money to fund pollution it s time to stop paying the pollution bill both through our pockets and our lungs 
2020-05-26 19:05:36+00:00,many of the largest and most dynamic cities in the world such as milan paris london have reacted to the crisis by pedestrianizing streets amp massively expanding cycle lanes enabling physically distant transport during the crisis usda
2020-05-26 18:24:02+00:00,who manifesto for a from build healthy liveable cities public transport walking and cycling brings major health benefits through reducing air pollution road traffic injuries 
2020-05-26 18:04:52+00:00, in women worldwide experience physical and or sexual violence in their lifetime in most cases that violence is committed by a partner in their home up to of all murders of women are committed by an intimate partner 
2020-05-26 17:59:33+00:00,they also increase vulnerability to conditions such as obesity and diabetes which are among the largest risk factors for illness and death from 
2020-05-26 17:33:48+00:00,diseases caused by either lack of access to food or consumption of unhealthy high calorie diets are now the single largest cause of global ill health bioversity international krishnasis ghosh
2020-05-26 16:40:33+00:00,if you are experiencing violence at home during amp need to leave in a hurry identify a friend neighbour relative or you can go to plan how to get there keep ready essential personal items to take with you 
2020-05-26 16:33:32+00:00,who manifesto for a from promote healthy sustainable food systems if the world were able to meet who s dietary guidelines this would save millions of lives reduce disease risks and bring major reductions in global greenhouse gas emissions 
2020-05-26 16:06:12+00:00,who amp team up to launch the campaign to support women amp children at risk of domestic violence 
2020-05-26 15:44:21+00:00,two thirds of this exposure to outdoor pollution results from the burning of the same fossil fuels that are driving climate change 
2020-05-26 15:06:18+00:00,la a chang le de bien des fa ons en nous rapprochant et en r affirmant l importance de la cette vid o reprend les tapes jusqu pr sent tandis que l oms collabore avec des partenaires du monde entier pour combattre la pand mie et sauver des vies 
2020-05-26 14:38:22+00:00,who manifesto for a from ensure a quick healthy energy transition more than of people breathe outdoor air with pollution levels that exceed who air quality guideline values 
2020-05-26 14:10:42+00:00,health care facilities must be equipped with water and sanitation services incl the and that constitutes the most basic intervention to cut the spread of and other infections 
2020-05-26 13:38:19+00:00,who manifesto for a from invest in essential services from water and sanitation to clean energy in healthcare facilities around the billions of people lack access to the most basic services that are required to protect their health 
2020-05-26 13:13:40+00:00,healthy economies are a product of healthy human societies which in turn rely on the natural environment the original source of all clean air water and food undp
2020-05-26 12:48:11+00:00,who manifesto for a from protect and preserve the source of human health nature overall plans for post covid recovery and specifically plans to reduce the risk of future epidemics need to lessen our impact on our environment 
2020-05-26 12:22:29+00:00,smoking can increase your chance of severe amp join dance with quang ng and minh qu n ahead of world day may 
2020-05-26 11:50:48+00:00,who manifesto for a from aligns with this resounding call to action from the worlds health community greenpeace vivek m 
2020-05-26 08:17:26+00:00,timely data is vital to understand the true scale of the pandemic rapid mortality surveillance is an important tool to capture mortality from all causes in all settings 
2020-05-25 20:35:24+00:00,the document provided practical guidance on implementing rapid mortality surveillance and measuring excess mortality in the context of pandemic big focus on implementation in low resource settings 
2020-05-25 19:21:10+00:00,countries need real time mortality data for an effective response who together with amp released a new technical package on rapid mortality surveillance 
2020-05-25 17:14:36+00:00,la ha cambiado el de muchas formas distintas uni ndonos m s y reafirmando la importancia de la vea este video que resume el trabajo de la oms con sus asociados de todo el mundo para luchar contra la pandemia y salvar vidas 
2020-05-25 15:57:12+00:00, who will provide further updates as we know more and we will continue to work night and day for solutions science and solidarity 
2020-05-25 15:56:59+00:00, the other arms of the trial are continuing this concern relates to the use of hydroxychloroquine and chloraquine in i wish to reiterate that these drugs are accepted as generally safe for use in patients with autoimmune diseases or malaria 
2020-05-25 15:56:33+00:00, the executive group has implemented a temporary pause of the hydroxychloroquine arm within the solidarity trial while the data is reviewed by the data safety monitoring board 
2020-05-25 15:56:00+00:00, the review will consider data collected so far in the solidarity trial and in particular robust randomised available data to adequately evaluate the potential benefits and harms from this drug 
2020-05-25 15:55:38+00:00, the executive group of the solidarity trial representing of the participating countries met on saturday and has agreed to review a comprehensive analysis and critical appraisal of all evidence available globally 
2020-05-25 15:54:50+00:00, the authors reported that among patients receiving the drug when used alone or with a macrolide they estimated a higher mortality rate 
2020-05-25 15:54:36+00:00, on friday published an observational study on hydroxycholoroquine amp chloraquine amp its effects on patients that have been hospitalised 
2020-05-25 15:53:57+00:00, over hospitals in countries are actively recruiting patients nearly patients have been enrolled from countries 
2020-05-25 15:53:12+00:00, as part of our continued response to the pandemic globally who continues to work aggressively on r d as you know more than two months ago we initiated the solidarity trial to evaluate the safety and efficacy of four drugs and drug combinations against 
2020-05-25 15:49:52+00:00, and disruption to essential health services such as vaccination campaigns and care for malaria hiv and other diseases pose a huge risk 
2020-05-25 15:49:40+00:00, however we still see gaps and vulnerabilities only of countries in the region have an infection prevention and control programme and standards for water sanitation and hygiene in health facilities 
2020-05-25 15:49:16+00:00, who continues to support africa with other life saving supplies as of last week weve shipping millions of personal protective equipment lab tests to african countries in the coming weeks we plan further shipments of ppe oxygen concentrators lab tests 
2020-05-25 15:48:23+00:00, countries in the region have a community engagement plan in place compared with only countries weeks ago and have lab testing capacity for compared with countries weeks ago 
2020-05-25 15:47:56+00:00, with who support many african countries have made good progress in preparedness all countries in africa now have a preparedness and response plan in place compared with less than a dozen in the first few weeks of the pandemic 
2020-05-25 15:47:32+00:00, for many years and from the outset of the pandemic who has been working through our country offices to support nations in health emergency preparedness amp developing comprehensive national action plans to prevent detect amp respond to the virus 
2020-05-25 15:47:03+00:00, furthermore health clinicians scientists researchers and academics from across africa are collectively contributing to the worldwide understanding of disease 
2020-05-25 15:46:44+00:00, and beyond that they worked together with amp who to extend training for laboratory technicians for detection of and to build up the national capacity across the region 
2020-05-25 15:46:18+00:00, africa s knowledge experience of suppressing infectious diseases has been critical to rapidly scaling up an agile response to there has been solidarity across the continent labs in amp were some of the first in the to implement diagnostic testing 
2020-05-25 15:45:01+00:00, countries across africa have garnered a great deal of experience from tackling infectious diseases like polio measles ebola yellow fever influenza and many more 
2020-05-25 15:44:26+00:00, the early set up of a leaders coalition led by the under the chairmanship of president were key to rapidly accelerating preparedness efforts and issuing comprehensive control measures 
2020-05-25 15:44:26+00:00, but even so africa appears to have so far been spared the scale of outbreaks we have seen in other regions 
2020-05-25 15:42:32+00:00, africa has just of the world s reported cases of amp less than of the world s deaths of course these numbers don t paint the full picture testing capacity in africa is still being ramped up amp there is a likelihood that some cases may be missed 
2020-05-25 15:41:37+00:00, so far although around half of the countries in the region have community transmission concentrated mainly in major cities africa is the least affected region globally in terms of the number of cases and deaths reported to who 
2020-05-25 15:40:51+00:00, today on we mark the successes and progress made throughout the african continent this year celebrations are more muted because of the pandemic 
2020-05-25 15:40:24+00:00, today is an opportunity to celebrate africa s vitality amp diversity amp to promote african unity africa day celebrates the birthday of the organisation of african unity which was established on may amp its successor organization is the 
2020-05-25 12:51:48+00:00, has changed the in so many ways bringing us closer together and reaffirming the importance of dont miss this video showing the key moments so far as who works with partners worldwide to fight the pandemic and save lives 
2020-05-25 09:59:50+00:00,the course introduction to is now available in languages including new ones amharic hausa swahili join the who learning platform today 
2020-05-24 21:02:25+00:00,how is who funded through assessed contributions or members dues based on states gross domestic product voluntary contributions from member states philanthropic amp international organizations private sector and others find out more 
2020-05-24 20:26:21+00:00,in who received us m in corporate voluntary contributions up by from the previous years thank you together for a healthier safer fairer world 
2020-05-24 19:53:23+00:00,who is finding innovative ways of engaging with non health sectors partnerships under the global action plan for healthy lives well being for all who partnered with other global health agencies to align focus support to countries to achieve sdg 
2020-05-24 18:08:52+00:00,who reached agreement with which has committed to eliminate industrially produced trans fats from the global food supply by countries have established legislation to eliminate industrial trans fats countries have a tax on sugar sweetened beverages 
2020-05-24 17:07:36+00:00,currently about of the population are covered by at least one tobacco control measure recommended by who 
2020-05-24 15:46:42+00:00, cities are monitoring air quality measurements through a who air quality database quadrupling since countries have already made significant progress in meeting their commitments to improve safe water sanitation and hygiene in health facilities 
2020-05-24 12:45:35+00:00,achieving b more people living with better health well being at the summit countries representing over b people answered who s call to provide citizens with clean air by 
2020-05-24 11:15:01+00:00,some crises never made the headlines due to successful prevention efforts cases declined by in thanks to the delivery of m vaccines mass vaccination against protected over m people in m people were vaccinated for flu in 
2020-05-24 10:52:13+00:00,in november the global preparedness monitoring board published its first report which warned that the was dangerously unprepared for a very real threat of a rapidly moving highly lethal pandemic of a respiratory pathogen a risk that remains today 
2020-05-24 10:16:56+00:00,following the outbreak in who coordinated a huge and complex operation made more difficult by violence a mobile population and a dearth of health facilities thousands of front line responders braved considerable risks to defeat the virus 
2020-05-24 09:39:41+00:00,achieving b more people better protected from health emergencies during who picked up thousands of public health threat signals every month of which over in countries were assessed to be emergency events 
2020-05-23 21:10:07+00:00,significant progress has been made in ramping up the capacity to within in particular those for hypertension heart disease childhood cancer and mental health 
2020-05-23 19:45:37+00:00,recent gains include the expansion of hiv self testing treatment for tuberculosis hepatitis c curative treatment to low and middle income countries treatment for neglected tropical diseases 
2020-05-23 17:51:21+00:00,expanded coverage and access to quality healthcare have helped many countries decrease maternal mortality eliminate a neglected tropical disease eliminate mother to child transmission of hiv and congenital syphilis 
