date,text,before_2020
2020-05-01 16:03:41+00:00,the emergency committee provided the following advice for all states parties on coordination and collaboration ,After 2020
2020-05-01 15:45:57+00:00, we look forward to seeing how that type of innovative financing could deliver real results for global health when who is advocating all roads should lead to universal health coverage who is deeply grateful to the for its support and collaboration ,After 2020
2020-05-01 15:37:51+00:00, we accept the committee s advice that who works to identify the animal source of the through international scientific amp collaborative missions in collaboration with the amp the of the ,After 2020
2020-05-01 15:37:02+00:00, i would like to make a few remarks about the committee s advice for who we appreciate the confidence trust expressed by the committee in who to continue to lead coordinate the global response to the pandemic in collaboration with countries amp partners ,After 2020
2020-04-29 16:20:18+00:00, i have said it before this virus can wreak havoc it s more than any terrorist attack it can bring political economic social upheavals but the choice is ours the choice should be unity at the natl level the choice should be glbl solidarity standing in unity ,After 2020
2020-04-29 16:19:26+00:00, one thing that we would ask is unity at the national level and solidarity at the global level more than ever the human race should stand together to defeat this virus ,After 2020
2020-04-29 16:19:26+00:00, our commitment remains to serving all the people of the world with science solidarity and solutions but above all with humility and respect to all people and nations ,After 2020
2020-04-29 16:15:52+00:00, we ve brought together entertainers to provide music laughter even in these dark times using this opportunity to thank from amp and we ve watched with admiration as the world has come together in solidarity to fight this common enemy ,After 2020
2020-04-29 08:33:20+00:00,the fight against is a global fight requiring solidarity and a focus on the of all people everywhere together we must preserve the rights of all amp leave no one behind ,After 2020
2020-04-28 12:38:33+00:00, who has a longstanding collaboration with the in we signed a memorandum of understanding which identifies global health security as one of our three priority areas together with universal health coverage and promoting health ,After 2020
2020-04-28 11:09:55+00:00,un solidarity flights led by and are delivering urgently needed medical equipment such as face masks personal protective equipment ppe and ventilators to help all african nations respond to ,After 2020
2020-04-27 15:44:02+00:00, i continue to call for the world to come together in solidarity and national unity to confront the pandemic but also to prevent the next one and to build a healthier safer fairer world for everyone everywhere ,After 2020
2020-04-27 15:42:18+00:00, we re also grateful to the more than individuals corporations foundations who have contributed to the solidarity response fund which has now generated more than usd m and i thank for its contribution of usd m ,After 2020
2020-04-27 15:39:49+00:00, we are continuing to support these countries with technical assistance through our regional and country offices with supplies through solidarity flights in the past week we have delivered supplies to more than countries in africa more are planned ,After 2020
2020-04-27 15:24:31+00:00, the success in developing effective drugs and vaccines for reminds us of the enormous value of these tools and the enormous power of nationals and international collaboration to develop them ,After 2020
2020-04-27 15:24:13+00:00, and we re hopeful that the solidarity trial will shortly help us to understand which therapeutics are the most safe and effective for treating patients but ultimately we will need a vaccine to control this virus ,After 2020
2020-04-27 15:23:31+00:00, who is deeply grateful to the many world leaders and partners who have come together to ensure no one misses out on life saving vaccines diagnostics or therapeutics we look forward to more countries and stakeholders supporting this global collaboration ,After 2020
2020-04-27 15:23:11+00:00, i ve said since the beginning that the most important resource in the fight against is solidarity the launch of the access to covid tools accelerator on friday was a powerful demonstration of that solidarity ,After 2020
2020-04-24 13:22:34+00:00,a global collaboration to accelerate the development production and equitable access to new diagnostics therapeutics and vaccines access to covid tools act accelerator ,After 2020
2020-04-24 13:05:44+00:00, this is a landmark collaboration to accelerate the development production and equitable distribution of vaccines diagnostics and therapeutics for ,After 2020
2020-04-24 10:52:22+00:00,join world leaders at the virtual launch of a landmark collaboration to accelerate the development production and equitable distribution of vaccines diagnostics and therapeutics for gmt cest access to covid tools act accelerator,After 2020
2020-04-23 19:13:08+00:00,the only call for donations who has issued is the solidarity response fund which is linked to below any other appeal for funding or donations that appears to be from who is a scam solidarity response fund ,After 2020
2020-04-23 13:40:00+00:00, without effective interventions there could be an estimated k cases by mid july the impacts on the economy could be devastating doubling the number of people living in poverty we must act in solidarity with a coherent coordinated approach ,After 2020
2020-04-22 16:17:38+00:00, earlier today i spoke to health ministers from across the eastern mediterranean region i assured them that we will stand in solidarity with them as we will stand with all countries ,After 2020
2020-04-22 16:16:36+00:00, with the holy month of starting tomorrow i would like to wish all muslims around the world ramadan kareem this is a season of reflection and community an opportunity for kindness and solidarity ,After 2020
2020-04-22 16:01:17+00:00, there are disturbing reports in many countries in all regions about discrimination related to stigma amp discrimination are never acceptable anywhere at anytime amp must be fought in all countries this is a time for solidarity not stigma ,After 2020
2020-04-22 10:36:59+00:00, we urge you to pay careful attention to ensuring that essential public health services continue safely and effectively who remains committed to standing with all of you in solidarity to fight the virus and save lives ,After 2020
2020-04-22 10:33:10+00:00, we are coordinating a vast range of research endeavours including the solidarity trial which is investigating different therapeutic options for the treatment of ,After 2020
2020-04-20 19:50:49+00:00,global action solidarity and international cooperation are more necessary than ever to address who and are working together to play their part ,After 2020
2020-04-20 15:48:20+00:00, we are also continuing to lead r d efforts so far more than countries have joined the solidarity trial to evaluate therapeutics for amp patients have been randomized from the first countries ,After 2020
2020-04-20 15:45:14+00:00, solidarity flights continue to ship lifesaving medical supplies across africa to protect who are on the frontlines in the effort to save lives and slow the pandemic ,After 2020
2020-04-20 15:36:50+00:00, i also appreciate the statements of the g and the expressing their strong support for who who s commitment is to science solutions and solidarity our commitment is to supporting all countries to save lives ,After 2020
2020-04-20 15:33:39+00:00, the event raised more than usd m to support several organizations responding to including usd m for who s solidarity response fund the fund has now raised more than usd m from more than individuals corporations amp foundations ,After 2020
2020-04-19 16:25:29+00:00, more than usd million has been pledged for our first strategic preparedness and response plan that includes usd million through the solidarity response fund from more than individuals corporations and foundations ,After 2020
2020-04-19 16:24:51+00:00, we ve provided training for more than million we ve launched the solidarity trial to generate robust safety and efficacy data about the four drugs under trial the international community has rallied in support of the global response ,After 2020
2020-04-18 10:17:28+00:00,incredible artists from all over the world are showing their solidarity today as we fight tune in from pm cest pm gmt pm edt to hear the stories of frontline performances and commitments to who s solidarity response fund ,After 2020
2020-04-17 16:55:56+00:00, so far the solidarity response fund has generated usd m from k individuals corporations foundations these funds are helping us to buy personal protective equipment laboratory diagnostics other essential supplies for the countries that need it most ,After 2020
2020-04-17 16:55:02+00:00, this is an opportunity to express our solidarity with frontline workers to mobilize philanthropists the private sector governments to support the solidarity response fund powered by the and the swiss philanthropy foundation ,After 2020
2020-04-17 16:53:50+00:00, this is the result of a close collaboration with my good friend from amp the inspirational to bring entertainment joy amp hope into the homes of people all around the whose lives have been turned upside down by the pandemic ,After 2020
2020-04-15 15:38:58+00:00, we will continue to work with every country and every partner to serve the people of the world with a relentless commitment to science solutions and solidarity ,After 2020
2020-04-15 15:38:13+00:00, this saturday some of the biggest names in music are coming together for the one world concert to generate further funds for the solidarity response fund ,After 2020
2020-04-15 15:37:16+00:00, the solidarity response fund has now generated almost usd million from individuals and organizations ,After 2020
2020-04-15 15:36:27+00:00, i would like to thank the the governments of and the and all our partners for their solidarity with african countries at this critical moment in history ,After 2020
2020-04-15 15:33:43+00:00, the solidarity flight is part of a massive effort to ship lifesaving medical supplies to countries across the globe in conjunction with the amp other agencies including the amp the department of operational support ,After 2020
2020-04-15 15:32:10+00:00, yesterday the first solidarity flight took off transporting personal protective equipment ventilators and laboratory supplies to many countries across africa ,After 2020
2020-04-15 15:30:17+00:00, in addition to the solidarity trial i am glad to say that who has convened groups of clinicians to look at the impact of corticosteroids and other anti inflammatory drugs on treatment outcomes ,After 2020
2020-04-15 15:29:39+00:00, we re continuing to work with partners all over the to accelerate r amp d countries have joined or have expressed interest in joining the solidarity trial and patients have now been enrolled to evaluate the safety amp efficacy of drugs amp drug combinations ,After 2020
2020-04-15 15:23:44+00:00, who is grateful to the many nations organizations and individuals who have expressed their support and commitment to who in recent days including their financial commitment we welcome this demonstration of global solidarity ,After 2020
2020-04-14 10:17:55+00:00,the first solidarity flight is scheduled to leave addis ababa today from there the aircraft will transport the vital medical cargo to all countries in africa where supplies are desperately needed to contain the spread of ,After 2020
2020-04-13 15:37:54+00:00, i would like to thank the for its generous contribution of m to the global response to we greatly appreciate this demonstration of global solidarity ,After 2020
2020-04-10 15:47:40+00:00, this initiative will be coordinated by who and building on existing collaboration between multiple partners from within and outside the ,After 2020
2020-04-10 08:47:15+00:00, to stop pandemic we have to continue amp improve on the kind of cooperation that youve already been demonstrating we re all in this together amp we still have a long way to go but with solidarity amp determination we will overcome this common threat together ,After 2020
2020-04-10 08:46:25+00:00, wed like to invite all of you to participate in the solidarity trial an international study that will show us which treatments are most effective many countries from throughout the world are already participating addressing on ,After 2020
2020-04-09 21:01:36+00:00, mar who and partners launch solidarity trial to generate robust data from around the world to find the most effective treatments for ,After 2020
2020-04-09 20:59:55+00:00, mar who and partners launch first of its kind solidarity response fund ,After 2020
2020-04-09 10:24:05+00:00, ario and the new story book on has been produced by a collaboration of more than organizations working in the humanitarian sector incl who and ,After 2020
2020-04-08 16:12:59+00:00, we ve accelerated r amp d in feb we brought of the s leading researchers together to identify amp accelerate research priorities we launched the solidarity trial with countries working together to find effective therapeutics as soon as possible ,After 2020
2020-04-08 15:57:42+00:00, that includes more than m dollars from more than individuals orgs raised through the solidarity response fund exceeding all our expectations i d like to thank all donors for their support including for its contribution of m dollars ,After 2020
2020-04-06 16:10:23+00:00, i call on all countries companies and research institutions to support open data open science and open collaboration so that all people can enjoy the benefits of science and research ,After 2020
2020-04-06 16:05:36+00:00, more than countries have joined whos solidarity trial to accelerate the search for an effective treatment and about institutions companies are racing to develop a vaccine ,After 2020
2020-04-06 15:47:49+00:00, the pandemic continues to take a heavy toll on families communities and nations the world over but it s also giving rise to incredible acts of generosity solidarity and cooperation ,After 2020
2020-04-03 16:34:40+00:00, i m also pleased to announce that i have invited to join the solidarity response fund unicef has extensive experience both in fundraising amp in implementing programmes amp our partnership will help us to work together closely to save lives ,After 2020
2020-04-03 16:33:57+00:00, i d like to thank which today is becoming one of the largest donors with a total of usd m who s solidarity response fund has now raised over usd m from over k individuals amp orgs i d like to thank for its contribution of usd m ,After 2020
2020-04-01 17:43:50+00:00, there has been an extraordinary response to our call for countries to join the solidarity trial which is comparing four drugs and drug combinations so far countries have either joined the trial or are in the process of joining ,After 2020
2020-04-01 10:57:01+00:00, export restrictions food shortage and price spikes will harm low income countries that face food shortages the world must show solidarity amidst the ,After 2020
2020-03-30 15:06:33+00:00, in the eye of a storm like scientific and public health tools are essential but so are humility and kindness with solidarity humility and assuming the best of each other we can and will overcome this together ,After 2020
2020-03-30 15:05:08+00:00, we continue to be encouraged by the signs of global solidarity to confront overcome this common threat the commitment of countries to work together to improve the production amp equitable supply of essential products shows that the world is coming together ,After 2020
2020-03-27 16:25:07+00:00, we re also delighted to report that the solidarity fund has now received donations of more than usd m from individuals amp organizations thank you to each and every one of you ,After 2020
2020-03-27 16:21:37+00:00, today we are delighted to announce that today in amp the first patients will shortly be enrolled in the solidarity trial which will compare the safety amp effectiveness of four different drugs or drug combinations against ,After 2020
2020-03-27 16:20:18+00:00, who has shipped almost m individual items of protective gear to countries that need it most we re preparing to send a similar amount to a further countries but much more is needed this problem can only be solved with intl cooperation solidarity ,After 2020
2020-03-26 17:06:15+00:00, unite no country can solve this crisis alone that means a paradigm shift in global solidarity in sharing experiences expertise amp resources amp in working together to keep supply lines open amp supporting nations who need our support at summit on ,After 2020
2020-03-25 18:00:56+00:00, we re grateful to the over k individuals orgs who have contributed to the solidarity response fund since we launched it less than weeks ago the fund has raised over usd m i offer my deep thanks to for its generous contribution of usd m ,After 2020
2020-03-25 14:23:15+00:00, i am pleased to join colleagues at this critical moment in the fight against the pandemic i want to begin by reiterating the secretary general s comments that now is the time for solidarity in the face of this threat to all of humanity ,After 2020
2020-03-23 16:06:53+00:00, the rule of the game to kick out is solidarity ,After 2020
2020-03-23 16:04:47+00:00, that s why who has launched the solidarity trial to generate robust high quality evidence as fast as possible the more countries sign up to the trial other large studies the faster we will get results on which drugs work the more lives we will be able to save ,After 2020
2020-03-23 15:58:49+00:00, we re also grateful that several countries have sent emergency medical teams to care for patients train in other countries that need support this is an incredible example of international solidarity but it s not an accident ,After 2020
2020-03-23 15:43:13+00:00, i d also like to take this opportunity to thank for its generous contribution of million u s dollars to the solidarity response fund ,After 2020
2020-03-23 15:42:08+00:00, many football matches have stopped but our collaboration has become even more important during this difficult times in fact it s given us the opportunity of working together more closely than we imagined ,After 2020
2020-03-20 17:18:55+00:00, we re encouraged by the solidarity generosity of business leaders to use their resources experience networks to improve the availability of supplies communicate reliable information and protect their staff and customers ,After 2020
2020-03-20 17:12:11+00:00, i m grateful that so many young people are spreading the word not the virus solidarity is the key to defeating solidarity between countries but also between age groups thank you for heeding our call for solidarity solidarity solidarity ,After 2020
2020-03-18 16:28:18+00:00, i continue to be inspired by the many demonstrations of solidarity from all over the the solidarity response fund has now raised over m from more than k individuals amp organizations i d especially like to thank for its contribution of m ,After 2020
2020-03-18 16:27:05+00:00, many countries have already confirmed that they will join the solidarity trial argentina bahrain canada france iran norway south africa spain switzerland and thailand and i trust many more will join ,After 2020
2020-03-18 16:27:05+00:00, the solidarity trial provides simplified procedures to enable even hospitals that have been overloaded to participate ,After 2020
2020-03-18 16:26:09+00:00, this large international study is designed to generate the robust data we need to show which treatments are the most effective we have called this study the solidarity trial ,After 2020
2020-03-18 16:24:12+00:00, who is working in solidarity with other countries with community transmission to apply the lessons learned in and elsewhere and adapt them to the local context ,After 2020
2020-03-18 16:19:20+00:00, that same spirit of solidarity must be at the centre of our efforts to defeat more than cases have been reported to who amp more than people have lost their lives more than of all cases are from two regions the amp ,After 2020
2020-03-18 16:18:45+00:00, it s now more than a month since the last case of in if it stays that way the outbreak will be declared over in less than a month s time we d like to thank all our partners for their solidarity in staying the course in the service of the people of ,After 2020
2020-03-17 19:59:52+00:00, dont miss to join who solidarity session with in few minutes on his ,After 2020
2020-03-16 16:08:54+00:00, this amazing spirit of human solidarity must become even more infectious than the itself although we may have to be physically apart from each other for a while we can come together in ways we never have before ,After 2020
2020-03-16 16:07:25+00:00, this is the defining global health crisis of our time the days weeks and months ahead will be a test of our resolve a test of our trust in science and a test of solidarity crises like tend to bring out the best and worst in humanity ,After 2020
2020-03-16 16:06:41+00:00, i d like to thank ajay banga amp john denton for their support and collaboration who is also working with to launch the solidarity sessions a series of virtual concerts with leading musicians from around the world ,After 2020
2020-03-16 16:02:50+00:00, we re grateful to everyone who has contributed to the solidarity response fund since we launched it on friday more than people have contributed almost million u s dollars ,After 2020
2020-03-16 16:02:28+00:00, we also ask people to express their solidarity by refraining from hoarding essential items including medicines hoarding can create shortages of medicines and other essential products which can exacerbate suffering ,After 2020
2020-03-16 16:02:05+00:00, washing your hands will help to reduce your risk of infection but it s also an act of solidarity because it reduces the risk you will infect others in your community and around the world do it for yourself do it for others ,After 2020
2020-03-14 15:00:05+00:00,protect yourself and be supportive to others for example check in by phone on neighbors or people in your community who may need extra assistance working together as one community can help to create solidarity in addressing together ,After 2020
2020-03-13 18:55:02+00:00,the solidarity response fund launches with major support already lined up incl from amp who have instituted a matching scheme for funds raised through their platforms while individual donors are also supporting the fund through ,After 2020
2020-03-13 17:07:28+00:00,the new disease solidarity response fund will raise money from a wide range of donors to support the work of the who and partners to help countries respond to the pandemic more ,After 2020
2020-03-13 16:57:05+00:00,who and partners launch first of its kind solidarity response fund more ,After 2020
2020-03-13 16:09:01+00:00, to give to the solidarity response fund go to and look for the orange donate button at the top of the page ,After 2020
2020-03-13 16:06:58+00:00, and finally you can give together with the and the swiss philanthropy foundation who is today launching the solidarity response fund to enable individuals and organizations to contribute ,After 2020
2020-03-09 16:29:14+00:00, let hope be the antidote to fear let solidarity be the antidote to blame let our shared humanity be the antidote to our shared threat ,After 2020
2020-03-09 16:25:57+00:00, almost usd million has now been pledged to who s strategic preparedness response plan we are encouraged by these signs of global solidarity we continue to call on all countries to take early aggressive action to protect their people save lives ,After 2020
2020-03-06 15:48:41+00:00, as i keep saying we re all in this together and we all have a role to play facts not fear reason not rumours solidarity not stigma ,After 2020
2020-03-05 16:12:24+00:00, there s something all of us can do to protect vulnerable people in our communities that s why we keep talking about solidarity this is not just a threat for individual people or individual countries we re all in this together we can only save lives together ,After 2020
2020-03-03 16:13:38+00:00, once again this is a question of solidarity this cannot be solved by who alone or one industry alone it requires all of us working together to ensure all countries can protect the people who protect the rest of us ,After 2020
2020-02-28 15:46:36+00:00, together we are powerful containment starts with you our greatest enemy right now is not the itself it s fear rumours and stigma and our greatest assets are facts reason and solidarity ,After 2020
2020-02-24 15:15:35+00:00, i wish to thank the for its contribution of million euros which demonstrates the kind of global solidarity that gives me hope ,After 2020
2020-02-15 14:20:08+00:00, this is a time for facts not fear this is a time for rationality not rumours this is a time for solidarity not stigma at on ,After 2020
2020-02-15 14:18:21+00:00, we must be guided by solidarity not stigma the greatest enemy we face is not the itself it s the stigma that turns us against each other we must stop stigma and hate at on ,After 2020
2020-02-14 15:30:32+00:00, lastly i want to say again from my heart that this is the time for solidarity not stigma there are worrying signs that the world is not hearing the call for unity standing in unison with those at the epicenter in who are saving lives amp alleviating suffering ,After 2020
2020-02-14 15:28:51+00:00, i wish to thank for demonstrating to the world the meaning of solidarity while other countries turned away the cruise ship allowed it to dock from ,After 2020
2020-02-12 18:35:58+00:00,over scientists researchers outlined mechanisms for continuing scientific interactions collaborations beyond the meeting which will be coordinated and facilitated by who ,After 2020
2020-02-12 18:25:20+00:00, instead of directing all our energy against the outbreak stigma diverts our attention amp turns people against each other i will say it again this is a time for solidarity not stigma ,After 2020
2020-02-12 18:24:10+00:00, the ship will arrive in tomorrow morning this afternoon i spoke to s minister of health to thank him for allowing the to dock in his country this is an example of the intl solidarity we have consistently been calling for ,After 2020
