date,text
2020-04-27 19:31:04+00:00,are all viruses bad a scientist amp vp oncology early discovery breaks down one of the most exciting areas of cancer research viruses that are designed to infect and kill cancer cells 
2020-04-27 14:02:01+00:00,today kicks off the first virtual annual meeting we re showcasing what the future holds for treatment from to dna damage response 
2020-04-25 14:15:03+00:00, is an underlying condition that increases the potential for complications and risk with a new alliance resource aims to help answer questions 
2020-04-22 19:25:08+00:00,clean and plentiful water is fundamental to human health which is why we ve begun a partnership with to continue to develop our approach to water stewardship 
2020-04-22 12:49:07+00:00,we re partnering with to strengthen our current water stewardship activities and identify opportunities to engage in on the ground water projects in the river basins in which we operate 
2020-04-17 13:23:45+00:00,we believe in the power of collaboration and we re honored to be a part of this new partnership with and to drive solutions in the fight against 
2020-04-15 13:28:25+00:00,were accelerating research on therapies and partnering to boost testing to help patients in urgent need we announced a new trial evaluating how one of our existing medicines may help alleviate the cytokine storm associated with this disease 
2020-04-09 11:51:02+00:00,our purpose keeps us focussed on what matters delivering life changing medicines our executive vice president hr fiona cicconi reflects on how our values and behaviours are helping us to deliver on our purpose during the global pandemic 
2020-04-08 09:05:08+00:00,with an aim to decrease the impact of our r amp d teams are working in collaboration with government and academia to identify monoclonal antibodies that have the potential to recognise bind to and neutralise the sars cov virus 
2020-04-07 11:55:10+00:00,together with and we have formed a collaboration to support the uk government s effort to boost testing for a new testing facility will be set up at the university s anne mclaren laboratory to support this national effort 
2020-04-03 14:31:02+00:00,this week during a virtual broadcast special envoy of the director general on covid brought his knowledge and extensive experience in infectious disease to our employees whose questions were addressed on the present and future of 
2020-03-30 19:48:00+00:00,we thank for pressing forward and delivering the science virtually for while ensuring patients and the healthcare community stay safe we remain committed to helping people with cardiovascular diseases and supporting hcps in these difficult times 
2020-03-30 12:15:21+00:00,about million people undergo pci each year by investigating ways to prevent future events we aim to improve outcomes for patients while reducing post pci bleeding complications 
2020-03-29 12:25:12+00:00,there is no known cure for chronic heart failure except for heart transplantation the data we are presenting during aims to help improve these patient outcomes 
2020-03-28 14:00:20+00:00,at this year s virtual congress we are presenting data addressing risk factors to help improve outcomes for people with t d 
2020-03-27 12:03:08+00:00, s first ever virtual scientific sessions start tomorrow and we accept the challenge to continue scientific exchange while for the health and safety of our employees healthcare professionals patients and the public 
2020-03-25 08:00:03+00:00,to help us create the next generation of therapeutics we are collaborating with to add an exciting modality sirna to our drug discovery toolbox 
2020-03-24 08:05:09+00:00,to support healthcare workers around the world fighting the global pandemic we are donating million face masks finding ways to speed up diagnosis and exploring possible monoclonal antibody treatments 
2020-03-14 14:34:03+00:00,with kidney function declines over time increasing the risk of complications such as anaemia amp hyperkalaemia our aim is to help people with ckd live longer healthier lives by helping to address patients needs 
2020-03-13 11:01:59+00:00,consistent with our values to follow the science put patients first do the right thing were responding to the covid outbreak ensuring the continued supply of our medicines safeguarding the health and wellbeing of all our employees communities 
2020-03-12 18:35:02+00:00,there are usually no symptoms of kidney disease in early stages which means people may not realise they have it until it s advanced we are researching potential solutions across the continuum of care 
2020-03-12 09:53:09+00:00,on we hear from patients such as on what it means to live with chronic disease today and what is needed to change this reality for the future 
2020-03-11 15:57:47+00:00,the announcement today marks positive progress for the cambridge uk south station which will provide a sustainable transport solution for patients visitors academics and employees at the cbc and will support the development of the life sciences cluster 
2020-03-11 12:13:07+00:00,our is looking for remarkable young leaders in healthcare like  scholar if that s you apply for a scholarship 
2020-03-10 10:32:07+00:00,we re working towards a future where everyone has access to sustainable healthcare for treatment and prevention in  we had reached million people through our access to healthcare programmes 
2020-03-09 10:05:02+00:00,future global health leaders needed apply for a scholarship to summit in october 
2020-03-08 11:52:24+00:00,how will you help forge a gender equal world across astrazeneca we foster a culture of inclusion diversity and equal opportunity ensuring that all perspectives are respected and valued 
2020-03-06 15:35:07+00:00,employees have the right to work in in environments where they feel safe and empowered as part of our approach to sustainability our focus on ethics and transparency gained notable recognition in 
2020-03-06 13:26:24+00:00,we asked employees what does gender equality look like to you equal opportunities richness of perspectives better quality debate and so much more 
2020-03-05 18:55:07+00:00,environmental factors impact the health of us all we re putting sustainable practices at the heart of how we work to manage our environmental impact across the company see all that we accomplished in  
2020-03-05 15:40:07+00:00,a diverse and inclusive company culture is healthy empowering and the most successful we work towards gender equality because innovation thrives when we all have a seat at the table 
2020-03-05 12:46:02+00:00, is now a climate crisis it is impacting human health and the biosphere in increasingly severe ways the time to act is now our ambition zero carbon commitment brings forward our decarbonisation plans by more than a decade 
2020-03-03 18:33:02+00:00,our scholarship is now open for applications to the summit if you are a young leader working in adolescent health and ncds check it out 
2020-03-03 15:50:02+00:00,featured in our sustainability report astrazeneca employees led a lake restoration programme to return water sources to chennai india demonstrating the integral role they play in our efforts 
2020-03-03 13:31:03+00:00, at astrazeneca is about using our capabilities to make the most meaningful impact where society needs it health learn how we did this is in our sustainability report 
2020-02-29 15:07:21+00:00,people are at the heart of everything we do this and every day 
2020-02-28 16:27:07+00:00,its a leap year tomorrow we all get an extra day of life  extra minutes how will you spend your 
2020-02-28 14:45:08+00:00,even after surviving a patients often feel worried about experiencing another one but support is available we are working together with healthcare professionals to help create a seamless disease management pathway for patients 
2020-02-27 15:46:02+00:00,the lvng with lung cancer community connects amp activates people living with and their loved ones to help fight feelings of despair and isolation 
2020-02-27 13:43:07+00:00,any one sign of like fatigue lack of appetite or confusion may not be a cause for concern but when experienced concurrently these symptoms should be reported to an hcp early detection is key to help patients better manage their disease 
2020-02-25 16:33:22+00:00, but since the heart attack i know i m not invincible after an initial event many patients fear a second event we strive to understand the patient experience and create a seamless pathway for millions of patients 
2020-02-25 14:16:02+00:00,our project with and partners introduced biogas technology to the region in kenya with a goal of improving respiratory health by reducing exposure to smoke from cooking over wood burning fires pilot results now available 
2020-02-21 15:16:09+00:00,chronic disease is a progressive condition in which kidney function declines over time with no cure dr steve fishbane nephrologist shares his hopes for the future of 
2020-02-21 10:17:03+00:00,youth ncd advocates including and share what drives them to work on ncds in a new documentary series 
2020-02-20 14:09:08+00:00,we know the best science doesn t happen in isolation which is why we work collaboratively to fuel scientific discovery siobhan mcmahon from discusses the ingredients needed for a successful collaboration 
2020-02-20 12:15:46+00:00,great to see our cambridge uk home the cbc recognised as a partnership and collaboration are at the heart of life sciences in the united kingdom 
2020-02-19 19:03:19+00:00,untreated anaemia in chronic disease can pose serious risks for patients dr steve fishbane explains why 
2020-02-19 15:57:08+00:00,in our collaboration with we ve seen two teams become one driven by a desire to make a difference watch this video to find out how together we re turning data into knowledge 
2020-02-19 12:55:03+00:00,the health of our planet directly impacts the health of us all in we put in place steps to accelerate our sustainability efforts setting ambitious goals that will have the greatest possible impact on climate change 
2020-02-18 21:15:03+00:00,ridho is fighting in indonesia where of people and older are smokers hear his story in a new series on ncds  
2020-02-18 16:45:08+00:00,ai has the potential to transform our r d in collaboration with we re using machine learning and to discover new drugs targets for two debilitating diseases ckd and ipf learn more about how we re turning data into knowledge 
2020-02-18 12:30:02+00:00,thank you for the third consecutive year recognising astrazeneca as a in europe this certification recognises leading employers around the world who demonstrate excellence in their people practices and nurture and develop talent at all levels 
2020-02-17 15:53:08+00:00,we re partnering with physicians to better understand the current gaps in managing chronic disease and its complications dr steve fishbane shares his hope for the future of 
2020-02-17 13:09:08+00:00,our people are the key to our continued success it was the individual and collective dedication of employees across the globe that resulted in a strong and will keep us growing into  read more about our full year results here 
2020-02-14 14:26:02+00:00, was a year of continued progress both in the innovative medicines we develop and deliver and in the positive changes we are making for our planet azn
2020-02-14 07:09:11+00:00,today we re announcing results from an exceptional  a year of innovation for patients see the impact we ve made azn 
2020-02-13 19:36:09+00:00,for patients with the hospital may become a familiar place we are working to help hcps reduce hospitalisation re admission rates by helping improve the approach to hf prevention diagnosis and care ultimately giving more time back to patients 
2020-02-13 16:34:08+00:00,any one symptom of may not be enough for a diagnosis and when patients are diagnosed it can be an overwhelming process working with hcps we aim to help simplify this process to provide patients with a more seamless disease management journey 
2020-02-13 07:21:18+00:00,we have entered into strategic partnerships with leading singapore healthcare organisations to leverage and to drive innovation and improve population health aligned with singapore s smart nation efforts read more 
2020-02-13 00:05:08+00:00,despite medical advances remains as life threatening as some of the most common cancers in men prostate bladder and women breast patient and advocate speaks to the increased need for innovation in hf care 
2020-02-12 19:15:03+00:00,youth from our discuss fighting ncds in a new documentary series 
2020-02-12 16:57:14+00:00,check out the and series on ncds to see our featured in three stories 
2020-02-12 13:23:03+00:00,were joining our friends in on february to talk directly with the stem leaders of tomorrow because attracting diverse and talented individuals into careers is a shared responsibility 
2020-02-11 15:44:01+00:00,what inspires women at astrazeneca to pursue science we re working in a field that can give patients more time with their family one day my work could go on to help discover a new medicine which could change the life of a patient 
2020-02-11 12:12:08+00:00,many paths lead people into stem fields but women tend to face barriers such as biases stigmas and stereotypes along the way in celebration of we asked women across the company what motivated them to pursue a career in science 
2020-02-10 14:55:11+00:00, what i really needed was the social and psychological support nick hartshorne evans of shares the full reality of living with and the need for a holistic model of care 
2020-02-09 23:49:02+00:00,we re switching our global fleet to electric vehicles by  but there s a lack of models and long waiting lists companies manufacturers policymakers must come together to accelerate ev supply 
2020-02-07 17:56:03+00:00,read about the work we re doing to break down the barriers between our most promising new drug candidates and their targets in tissues and cells 
2020-02-07 14:48:16+00:00,as an innovative uk headquartered life sciences company our investment in australia will help advance some of the newest and most high tech medicines manufacturing and production facilities in our global network 
2020-02-07 14:18:04+00:00,our aud m investment in our north ryde manufacturing facility in sydney announced today will boost our capabilities to produce much needed medicines create many jobs and reinforce our commitment to australia 
2020-02-07 14:06:02+00:00,thank you to all of our amazing apprentices for your commitment to building the next generation of scientific discovery 
2020-02-07 08:42:39+00:00,following the devastation of the australian bushfires we are focusing phase one of az forest on planting million trees in australia the first going into the ground at a ceremony today in sydney with read more 
2020-02-06 19:47:06+00:00,as we enter the we re tackling climate change and air pollution as part of read the new report from 
2020-02-06 14:22:47+00:00,we re committed to reaching zero carbon by in our operations including switching to electric vehicle fleet 
2020-02-06 13:52:07+00:00,medicines are changing the potential therapies of tomorrow promise to be different from those we see today as a result we need advanced drug delivery systems for targeted and controlled release in tissues and cells to optimise their potential benefits 
2020-02-05 13:34:03+00:00,in r d we aim to target any novel biology we uncover our scientists are committed to breaking down the barriers between our most promising new drug candidates and their targets in tissues and cells read about our approach here 
2020-02-04 17:33:02+00:00,in  we set an ambitious goal to deliver six new cancer medicines by  this we re proud to share that we ve delivered on our promise an achievement reflecting the efforts of our best amp brightest talent united in their passion for patients 
2020-02-04 13:54:02+00:00,on we are proud to share jos baselga s commitment as our global head of research amp development in oncology he is instrumental in our collective efforts to eliminate as a cause of death 
2020-02-03 20:48:04+00:00, in men and in women develop during their lifetime we all can help shine a light on this devastating disease tomorrow on share your commitment to show how you will help reduce the global cancer burden 
2020-02-03 11:30:17+00:00,preserving natural resources is a key part of our environmental protection strategy our ongoing work mitigating climate and water risks has earned us a spot on for four years running one of only three companies to do so 
2020-01-31 16:35:06+00:00,despite progress in screening most patients are diagnosed at advanced stages when the disease is harder to treat ongoing studies are investigating the use of targeted agents and other combination approaches to address this significant unmet need 
2020-01-31 12:50:07+00:00,insulin management planning meals staying active these are daily activities many patients with have to juggle to manage their disease here is how we are supporting patients in the hopes of improving patient outcomes 
2020-01-30 16:22:07+00:00,hepatocellular carcinoma is the most common type of its name refers to the cells in the liver where it originates called hepatocytes 
2020-01-30 13:09:02+00:00,what does the future of predictive science look like body on a chip or disease on a chip models could help refine our predictions of the toxicity of novel compounds read more here 
2020-01-29 20:44:07+00:00,the number of patients with is predicted to rise nearly  new patients were diagnosed globally in alone 
2020-01-29 14:35:02+00:00,two recent publications in and to which we were authors alongside and outline the critical importance of more predictive and human relevant models in drug discovery read more here 
2020-01-28 15:54:02+00:00,organ chip technology has the potential to enhance and accelerate our ability to translate science into innovative medicines for patients read more here 
2020-01-28 13:48:07+00:00,what is living with chronic disease ckd really like many patients won t experience any symptoms until the disease has progressed significantly here s what we re doing to help 
2020-01-27 14:08:01+00:00,as with all cancers the survival rate for decreases the later it is diagnosed being aware of the most common symptoms can help ensure earlier diagnosis for the most prevalent cancer in men worldwide 
2020-01-26 16:03:01+00:00,age is one of the key risk factors when it comes to with over of cases diagnosed in men over as you get older it is important to be aware of the increased risk as well as other risk factors including family history of prostate cancer and obesity 
2020-01-25 15:22:03+00:00,approximately of patients are diagnosed once the cancer has spread to other parts of the body by raising awareness we endeavor to achieve earlier diagnosis and improve the prognosis of prostate cancer regardless of the stage 
2020-01-24 17:44:03+00:00,the number of men that die from every year is predicted to more than double by  we are committed to providing education on the impact of prostate and improving awareness of this disease 
2020-01-24 16:11:02+00:00,as a further step to help shape policy and find cross industry solutions to rapidly decarbonise the global economy ceo pascal soriot participated in the inaugural meeting of the sustainable markets council this week at 
2020-01-23 13:48:30+00:00,as part of ambition zero carbon we commit to launch next generation inhalers to treat asthma and copd with near zero global warming potential propellants by  safeguarding important therapeutic options for patients while achieving ambitious environmental targets 
2020-01-23 13:45:32+00:00,recognising the link between reforestation and the impact on climate and health we launched az forest our million tree reforestation initiative in partnership with and local governments the first trees will be planted in australia this february 
2020-01-23 13:40:26+00:00,ambition zero carbon accelerates our existing carbon reduction commitments doubling energy productivity and using renewable energy as well as switching to a electric vehicle fleet five years ahead of schedule 
2020-01-22 16:07:46+00:00,although we are recognised as one of the world s most sustainable companies we still have a lot of work to do ambition zero carbon is our newly launched strategy to reach zero carbon by in operations and that is only the beginning 
2020-01-22 13:00:41+00:00,ceo pascal soriot the tipping point was to do the right thing i believe right now we are facing a climate crisis every company has to do something i have children and a grandson and theyre going to look at me and say what did you do 
2020-01-22 09:42:12+00:00,our is joining forces with in a partnership to advocate for the prevention of non communicable diseases such as cardiovascular diseases preventable cancers and mental health conditions among young people around the globe 
2020-01-22 06:42:05+00:00,urgency is needed in the fight against climate change we are bringing forward our decarbonisation plans by more than a decade through ambition zero carbon announced today at read more 
2020-01-21 17:01:18+00:00,our chairman leif johansson kicks off our presence at in the panel health data the good bad and ugly stating the biopharmaceutical sector will be at the centre of using data to improve healthcare and discover new medicines with astrazeneca being at the forefront 
2020-01-21 12:31:02+00:00,we re honoured to be one of companies on this year s gender equality index in and beyond we ll continue to enhance our inclusive culture that will in turn enable us to make an even bigger difference to the lives of patients worldwide 
2020-01-21 08:01:50+00:00,inclusion in the global puts us in the top of companies in the world for performance reflecting our ambition to make a meaningful impact on health and our environment 
2020-01-20 19:24:02+00:00, often goes undetected until it spreads into the pelvis and abdomen detecting and treating ovarian cancer in its early stages is essential for improving patient outcomes 
2020-01-20 14:59:37+00:00,earlier today president of france visited our operations facility in dunkirk to join our ceo pascal soriot in announcing a range of investments that reaffirm our commitment to the country read more 
2020-01-20 11:07:06+00:00,out of the thousands of companies that disclose their environmental data through we re in the top that earned a spot on the recognizing us as corporate leaders on and transparency for years running 
2020-01-19 17:51:22+00:00,we continue to push for solutions in chronic disease from prevention to protection let s help patients navigate this difficult and complicated disease 
2020-01-19 13:08:02+00:00, is the th most common in women affecting approximately  women worldwide in  understanding its many risk factors is important especially as these can impact prognosis 
2020-01-18 16:33:22+00:00,we work to bring attention to the realities of living with disease and the opportunities to improve care for patients around the world 
2020-01-18 13:44:02+00:00,although the of are often attributed to less serious conditions awareness of these symptoms can increase the chance of early diagnosis 
2020-01-17 15:30:08+00:00,more research is needed in to improve the five year survival rate which sits at approximately 
2020-01-16 14:10:21+00:00,does your idea have the power to transform the lives of people living with there are just weeks left to apply for funding via the alliance s ilc grant programme 
2020-01-15 14:28:01+00:00,thank you for your visit we appreciated the interesting discussions around innovation across sectors and are committed to assist hub companies invest in the us our largest market globally and home to one of our strategic r amp d centers in gaithersburg md 
2020-01-14 16:56:03+00:00,we re at and where chris sheldon vp global head of business development amp licensing participated in a panel on how new technologies and collaboration are reshaping oncology learn more about our partnership opportunities 
2020-01-13 13:04:21+00:00, i really didn t see it coming i thought it was a natural thing getting tired with age is a life threatening disease affecting million people worldwide improving outcomes starts with understanding the patient journey 
2020-01-10 17:40:02+00:00,next week at the chris sheldon will be a panellist alongside biotech executives and analysts discussing how collaboration and new technologies are reshaping oncology 
2020-01-10 10:52:36+00:00,we extend our gratitude to all those aiding in the recovery efforts for the crisis in australia including and state fire services to whom we have donated financial support thanks also to our many employee volunteers who are actively supporting where needed
2020-01-10 09:11:02+00:00,our programme is looking for new areas where we can help academic scientists accelerate their research into medical science 
2020-01-07 15:42:10+00:00,what are we looking for in an partner in this new video our experts reveal how you can access our compounds and data so we can push the boundaries of science and collaborate in new ways 
2020-01-07 14:21:22+00:00, for me a walk in a park is a way of trying to make things right but at the same time its full of reminders of what i did wrong helping patients navigate starts with understanding their perspectives 
2020-01-06 14:58:22+00:00,ilc is funding programs worldwide that close gaps in the patient experience of care worldwide but the application portal closes st january find out if you re eligible to apply here 
2020-01-05 23:46:22+00:00,to address the unmet need in care we strive to better understand the patient experience only then can we help positively change outcomes for patients 
2020-01-03 12:48:04+00:00,applications close in hours for the world s largest grant funding for young leaders under with proven methods to deliver apply here 
2019-12-31 23:49:05+00:00,thankful for all of our employees who gave back through volunteerism in  we value partnering with local organizations to promote healthy lives and healthy communities in the places where we live and work 
2019-12-30 16:19:20+00:00,we re wrapping up with over  active partnerships in r d across academia biotech and industry these collaborations are turning what was once science fiction into reality 
2019-12-29 17:18:08+00:00,our people drive our science and as we head into our r d teams are now  people strong all with a continued focus of turning science into medicine 
2019-12-29 11:00:08+00:00, open innovation partnerships where scientists from the private and public sector work side by side is critically important find out how partnering is helping us to push the boundaries of science to deliver life changing medicines 
2019-12-29 07:30:08+00:00, when the failure rate of drug discovery projects is high we have to be comfortable with constantly learning failing then trying again find out how sees resilience contributing to ground breaking new medicines 
2019-12-28 21:00:11+00:00,nurturing and accelerating the development of young talent is of huge importance to evp biopharmaceuticals r d if you re excited about what science can do you can learn more and search our open positions here 
2019-12-28 17:30:08+00:00,multicultural diverse teams lead to a richness in scientific thinking hear more about how surrounding himself with talented people and teams has helped evp biopharmaceuticals r amp d in his scientific career 
2019-12-28 14:53:03+00:00,in normal cells tumour suppressor genes function to regulate cell division and death in some of these genes are mutated including brca prss and cdkn a genes 
2019-12-28 11:00:04+00:00,congratulations sir mene evp biopharmaceuticals r amp d was awarded a knighthood in the  list find out what the award means to him in his lifelong pursuit of science 
2019-12-27 22:37:02+00:00,huge congratulations to evp biopharmaceuticals r amp d who has been awarded a knighthood by her majesty the queen in the new year honours list the award recognises mene s services to uk science 
2019-12-27 17:17:19+00:00,were thankful for all who dedicate their lives to advancing life changing science including our r d colleagues who contributed to more than scientific publications including in high impact journals in  
2019-12-27 14:47:07+00:00,metastatic has a very poor prognosis with fewer than of patients alive years after diagnosis 
2019-12-26 17:42:02+00:00,pancreatic is a significant global burden and is the th leading cause of cancer death globally approximately  of patients with are diagnosed at an advanced stage
2019-12-26 15:45:08+00:00,the fate of any cell is determined by the balance of pro survival and pro death proteins three recent publications demonstrate how our researchers are exploring how to unlock the full potential of cell death inhibitors to outsmart cells 
2019-12-24 15:39:02+00:00,it is predicted that pancreatic will continue to climb as one of the most common cancers globally unless rapid improvements in management come about understanding the common risk factors of the disease can help predict and prevent 
2019-12-23 16:15:03+00:00,in  there were  new cases of pancreatic worldwide the symptoms of this disease can be vague and difficult to recognise to begin with make sure you are aware of some of the common symptoms of 
2019-12-23 13:35:01+00:00,there have been limited treatment advances for patients diagnosed with stage iii who account for approximately one third of the population approaches such as have the potential to help address this unmet need 
2019-12-23 10:25:08+00:00,since our stem initiative launched in the us earlier this year we ve reached  middle school students helping to lay the groundwork for the pursuit of future careers in stem 
2019-12-22 23:04:02+00:00,this year we laid the foundation of a new era in healthcare innovation with the official opening of the wuxi international life science innovation campus i campus see what to expect next 
2019-12-21 10:52:03+00:00, staging describes how far the disease has advanced and can be used by doctors to inform treatment approaches is the most commonly diagnosed form of categorised into stages on a scale of i to iv 
2019-12-21 10:24:07+00:00,we believe in investing in the next generation of scientists this past year we ve enjoyed working with more than post docs and graduates across our r d functions 
2019-12-20 13:05:04+00:00,thanks to the generosity of our employees who participated in holiday donation drives across our sites we hope the holiday season is a little brighter for hundreds of children and families around the world 
2019-12-20 11:25:08+00:00,every cell in the body contains proteins supporting cell survival and death too many pro survival proteins can keep cells alive targeting the right proteins may increase the effectiveness of cancer therapies learn more about our research 
2019-12-19 13:10:06+00:00,chairman leif johansson sk holdings president dong hyun jang celebrated an important milestone in our partnership of providing diabetes medications to million patients in countries we re committed to developing the korean biohealth industry 
2019-12-19 11:04:02+00:00,hear from rahul agrawal global medicines leader cardiovascular at astrazeneca about the process of developing high standard trials for patients in his latest blog 
2019-12-18 17:43:01+00:00,we signed an mou with our korean partners supported by the south korean government to accelerate innovation in the korean biohealth industry in r d manufacturing support for entering foreign markets and biohealth ecosystem development 
2019-12-18 16:45:38+00:00,many patients struggle with debilitating symptoms and poor quality of life the breathless documentary shares their stories and amplifies the importance of improving outcomes for people with severe asthma watch now 
2019-12-18 13:00:29+00:00,we are committed to advancing effective management of cancer treatment in and are proud of the mou signed with for the establishment of the saudi oncology health economics expert group 
2019-12-18 11:47:02+00:00,we support the work of young people on improving health and wellbeing through our if you have a proven method to reduce ncds apply for months of executive mentorship and  through 
2019-12-17 19:10:03+00:00,we focus our efforts in on the intersection of societal needs and where we can make the most meaningful impact on health see where we re headed in and beyond 
2019-12-17 16:22:08+00:00,were exploring the role of programmed cell death in cancer biology and how we can exploit this phenomenon in the clinical development of new compounds read more about apoptosis 
2019-12-17 14:46:15+00:00,even after a therapy is approved the clinical trial process doesn t stop we invest in real world studies to ensure our therapies have strong up to date scientific evidence 
2019-12-16 14:32:21+00:00,how would you improve the lives of people who live with registered patient organisations have until st january to submit grant proposals to ilc for projects that could transform patient care 
2019-12-16 00:05:02+00:00,there are many ways to design a study we use randomised controlled trial design and evidence from meta analyses to glean meaningful insights that clinicians can use in practice discover more about our approach to trial design 
2019-12-14 15:12:03+00:00, management is improving every day it s vital this progress continues by continuing to understand all factors involved in this biologically diverse disease 
2019-12-14 12:30:02+00:00,partnering is central to our success our purpose is to push the boundaries of science to deliver life changing medicines we can t do this alone so our way of working is inclusive open and collaborative visit our our revamped web pages to learn more 
2019-12-13 17:22:07+00:00, testing can be carried out via two methods immunohistochemistry ihc and fluorescence in situ hybridisation fish ihc measures the amount of her protein in the cancer cells whereas fish looks at the number of copies of the her gene in the cancer cells 
2019-12-13 14:50:02+00:00, is a diverse disease that can be differentiated by receptor status or the presence of genetic mutations these receptors and or genetic mutations can potentially be targeted during treatment 
2019-12-13 13:20:08+00:00,not all clinical research is created equal our clinical trial teams have a range of knowledge skills and experience alongside a passion for following the science to provide high quality data that help change patients lives more on labtalk 
2019-12-12 15:22:03+00:00,approx  of have a faulty her gene which makes too many copies of itself this is known as gene amplification this results in more her receptors than normal expressed on the cell surface 
