date,text
2020-05-20 15:53:25+00:00,one of the first eu funded research projects to tackle is already delivering results the hg ncov test project led by and supported by has received approval to put a new portable diagnostic system on the market more 
2020-05-20 15:16:23+00:00,hello ana your idea could become a citizens initiative when an initiative reaches million signatures we meet with the organisers and adopt a formal response detailing what action we will take take a look at how it works here 
2020-05-20 14:45:42+00:00,in the face of adversity europe is showing solidarity countries regions and cities stretching out a helping hand is what our union is all about in action 
2020-05-20 14:00:00+00:00, it is time to think about the most vulnerable and leaving no one behind goodwill ambassador catarina furtado is joining the coronavirus 
2020-05-20 10:55:24+00:00,the coronavirus crisis has shown how important it is to restore the balance between human activity and nature the strategy sets ambitious eu actions and commitments to halt biodiversity loss in europe and worldwide 
2020-05-20 10:52:12+00:00,the new strategy will establish protected areas for at least of land and sea in europe restore degraded ecosystems bring economic benefits to local communities creating sustainable jobs and growth 
2020-05-20 10:48:53+00:00,climate change the unprecedented loss of biodiversity and the spread of devastating pandemics are sending a clear message it is time to fix our broken relationship with nature 
2020-05-20 10:45:37+00:00,nature is vital for our wellbeing the new strategy brings nature back into our lives and puts europe s biodiversity on the path to recovery by  
2020-05-20 10:41:52+00:00,the crisis has shown how crucial a well functioning food system is for our society this is an opportunity to reconcile our food systems with our planet and to ensure food security learn more about the structure of the food chain 
2020-05-20 10:38:20+00:00,we will support consumers in making healthy and sustainable diet choices ensuring that the healthy option is the easiest improving labelling stepping up the fight against food waste 
2020-05-20 10:36:06+00:00,farmers fishers and aquaculture producers play a key role in the transition we will support them through funding and eco schemed to take up sustainable practices it will open new business opportunities and diversify sources of income 
2020-05-20 10:29:48+00:00,how we will do it the strategy sets concrete targets to reduce the use and risk of pesticides fertilizers and the sales of antimicrobials we want to reach of agricultural land under organic farming by 
2020-05-20 10:27:18+00:00,the farm to fork strategy is at the heart of the european green deal we are moving towards a more healthy and sustainable food system in the eu for our food our health our planet and our future 
2020-05-20 10:19:00+00:00,watch live executive vice president commissioners amp on the new biodiversity and farm to fork strategies they will be key for europes recovery and are at the heart of the 
2020-05-20 09:21:50+00:00,the recommendations reflect the unprecedented situation caused by the our focus is firstly on investing in public health and protecting jobs as we shift to recovery the will help to put our economies back on track more 
2020-05-20 09:17:12+00:00,with competitive sustainability at its core this package specifically aims to mitigate the most severe socio economic challenges caused by the achieve sustainable and inclusive growth towards the digital and green transitions
2020-05-20 09:12:49+00:00,we have proposed a new economic policy guidance to eu countries in the context of the the recommendations focus on the most urgent challenges brought about by the pandemic and on relaunching sustainable growth 
2020-05-20 09:09:00+00:00,this has been recast to provide guidance to eu countries as they navigate their way through the storm watch the press conference with and 
2020-05-20 08:00:47+00:00,on we must remember that we need to protect our fragile natural resources of native flora and of crops are either partially or fully dependent on pollinators see our initiatives to tackle pollinator decline 
2020-05-20 07:00:00+00:00,our work on delivering the continues today we will present strategy to make food systems more sustainable strategy for to protect the fragile natural resources on our planet stay tuned 
2020-05-20 06:30:02+00:00,today we will present a new economic policy guidance for a coordinated response to it will focus on the most urgent challenges brought about by the pandemic and relaunching sustainable and inclusive growth stay tuned 
2020-05-19 16:40:35+00:00,many businesses experiencing difficulties are being forced to temporarily suspend or reduce their activities once operational sure will provide additional support to finance eu countries short time work schemes helping to protect jobs 
2020-05-19 15:54:03+00:00,congratulations to the winners of the eu prize for literature  emerging authors who truly represent the richness and diversity of european contemporary literature discover the laureates 
2020-05-19 15:24:59+00:00,dear and last month you called on all nations to join forces to develop a vaccine the eu answered with the and put its convening power at the service of the in times like these the greatest act of courage is to play as a team 
2020-05-19 10:46:40+00:00,today published a new guidance on surveillance of in long term health care facilities a coordinated approach to testing and reporting is crucial for protecting persons in long term care facilities as well as the staff more 
2020-05-19 10:39:59+00:00,we welcome the adoption of the billion sure instrument this scheme will support eu countries in protecting the workers and jobs affected by the pandemic we are more 
2020-05-19 10:33:59+00:00,we have mobilised an additional million from to boost urgently needed research into this will support projects that repurpose their manufacturing for production of vital medical supplies and equipment and many more 
2020-05-19 07:55:34+00:00, i welcome the constructive proposal made by france and germany it acknowledges the size of the economic challenge that europe faces and rightly puts the emphasis on the need of a solution with at its core read statement 
2020-05-19 06:30:00+00:00, this global threat demands a henrietta h fore executive director joins our coronavirus thanks for your support 
2020-05-18 14:04:28+00:00,its international  announcement of amp strategieslet s build on these milestones under the our trusted compass for a green recovery 
2020-05-18 12:02:05+00:00, we are doing big things but for that we need the support of our society and governments and we need to invest in science carmen hurtado researcher at tells us why she is joining the coronavirus 
2020-05-18 10:30:59+00:00,in response to a request from ukraine via the eu civil protection mechanism slovakia has offered face masks disinfectants blankets and other items to help tackle the the eu will coordinate and co finance the delivery more 
2020-05-18 10:23:47+00:00,we have launched a public consultation on the review of eu rules on trans european energy infrastructure to become climate neutral by  europe needs energy infrastructure that is modern resilient secure and able to accommodate a greater share of renewables 
2020-05-18 10:17:29+00:00,during the pandemic we have seen significant increases in some forms of crime such as domestic violence cybercrime or hate crime a stark reminder why ensuring solid victims rights is crucial more work is necessary to fully transpose eu rules to uphold these rights read more 
2020-05-18 07:00:01+00:00,we are fighting disinformation on by ensuring verified information debunking myths protecting consumers working with social media platforms working with eu countries and global partners 
2020-05-17 16:10:00+00:00,finnish lung doctor jere reijula treats covid patients every day and sees how much the virus affects them from first hand experience he explains why it is crucial to be join the coronavirus 
2020-05-17 15:00:23+00:00,in the eu you are free to love whom you choose and be your authentic self now that s something to be proud of 
2020-05-17 14:00:01+00:00,in the eu equal treatment is a fundamental right we are proud and we say it loud with music spread love with the playlist we have created with the and the on our eu spotify account tune in now 
2020-05-17 13:15:00+00:00, together we are stronger let s join forces against the coronavirus francesco pugliese director of the emergency and triage department of umberto i hospital in rome joins the coronavirus 
2020-05-17 09:00:00+00:00,over the past years weve stepped up our actions to advance lgbti equality this includes awareness raising and the fight against hate speech but more remains to be done check our final report 
2020-05-17 07:00:58+00:00,there is one thing that containment measures can t stop love on international day against homophobia transphobia and biphobia we celebrate equality tolerance and respect for each other some of the eu s core values learn more 
2020-05-16 21:54:59+00:00,tonight we shine a light for lgbti rights ahead of our brussels headquarters are lighting up in celebration of our diversity and values europe will always stand up for your fundamental rights and freedoms 
2020-05-16 16:00:00+00:00,president spoke in the about the economic recovery plan for europe together with the next this will be the ambitious answer europe needs built on necessity but designed for the future full speech 
2020-05-16 15:05:00+00:00,the eu humanitarian air bridge is providing help to some of the most critical areas around the world in their response the first deliveries took place to the central african republic and s o tom and principe more will follow in the coming weeks 
2020-05-16 12:00:00+00:00,feeling overwhelmed about the amount of information on you re not alone remember if you wouldn t trust it normally don t trust it now 
2020-05-16 09:45:00+00:00,we are helping tourism in getting back on its feet and allow citizens to travel again our priorities safety first passengers rights resuming tourism services lifting travel restrictions in coordinated way read more 
2020-05-16 06:55:00+00:00,world leading scientists frontline workers artists athletes influencers and others are joining the coronavirus watch their support videos on our youtube channel we are 
2020-05-15 15:06:56+00:00,the eu cohesion fund is part of the coronavirus thanks to a large number of projects all over europe it supports research in tests treatments and prevention find out more about the projects here 
2020-05-15 13:42:08+00:00,we registered two new european citizens initiatives start unconditional basic incomes throughout the eu and freedom to share both initiatives should now decide when they will start collecting the million signatures from at least eu countries 
2020-05-15 10:47:24+00:00,europe will always stand up for your fundamental rights and freedoms we are a union of equals on may we celebrate as every year we will light up our brussels headquarters in rainbow colours the evening before in support of the lgbti community 
2020-05-15 10:38:17+00:00,the eu humanitarian air bridge has brought supplies and humanitarian and health workers to s o tom and principe the return flight will bring back over eu citizens and other passengers this is part of the coronavirus more 
2020-05-15 06:09:54+00:00,one year ago we said goodbye to overpriced phone calls and sms between eu countries in these difficult times do you often call or text someone that lives in another eu country visit our q a webpage 
2020-05-14 18:01:17+00:00,hello samuel its great to hear that you have taken part you can also check out other ideas shared by eu citizens and share your opinion on the european citizens initiative forum stay safe and all the best the social media team 
2020-05-14 10:47:32+00:00,we welcome the adoption of the water reuse regulation by harmonized quality standards for reuse of wastewater in irrigation will ensure farmers a more predictable clean water supply and help adapt to climate change 
2020-05-14 10:34:32+00:00,we welcome approval of the management of the in  this is a strong signal that every euro goes where it is needed the eu budget is a key expression of solidarity and crucial for joint response to challenges like 
2020-05-14 10:28:35+00:00,we are providing an additional  million to countries in the horn of africa this aid package will help address the worsening humanitarian situation and strengthen measures to prevent the spread of a global pandemic requires a 
2020-05-14 10:21:05+00:00,the mobilises million to help innovators generate high impact solutions for the crisis we are ensuring financial support is increased and disbursed more quickly to those delivering innovative solutions for europe and its citizens 
2020-05-14 10:14:50+00:00,we are in ongoing dialogue with eu countries that do not respect the if necessary we open infringement procedures against them for the benefit of citizens and businesses due to the pandemic the deadlines for eu countries to respond to the procedures will be extended 
2020-05-14 08:55:00+00:00, i know how important it is to join efforts get the right skills and support the big idea portuguese plastic artist joana vasconcelos joins the coronavirus 
2020-05-14 08:10:00+00:00,these days while spending time at home discover how you can shape europe with your ideas learn more about the european citizens initiative 
2020-05-14 06:45:26+00:00,we are looking to give people the ability confidence and safety to travel again we help eu countries to lift travel restrictions and allow tourism to restart but we need rigorous health precautions to prevent further outbreaks more 
2020-05-13 17:23:20+00:00,tourism is a key contributor to the eu s economy we are helping the eu tourism sector recover by supporting businesses and ensuring that europe continues to be the number one destination for visitors more 
2020-05-13 16:19:02+00:00,we know how much european citizens are looking forward to travel and we also need to maintain vigilance today we proposed a common european approach to help get back on track while staying healthy and safe 
2020-05-13 15:50:49+00:00, the economic recovery instrument will be focused on where there is the greatest need and the greatest potential together with our next this will be the ambitious answer europe needs read the full speech by president in the today 
2020-05-13 14:16:50+00:00, our economic recovery instrument is built on necessity but is designed for the future together with the next this will be the ambitious answer europe needs watch the statement by president in the 
2020-05-13 11:01:44+00:00,we will work with eu countries to promote sustainable tourism connecting citizens to local tourism offer promoting local attractions and tourism and europe as a safe tourist destination more 
2020-05-13 10:59:11+00:00,we set out criteria to restore tourism activities and developing health protocols for holiday accommodations these guidelines will allow people to safely stay at hotels camping sites and bed breakfasts go to restaurants and beaches and other leisure outdoor areas 
2020-05-13 10:56:13+00:00,we also aim to support europe s tourism sector and save jobs with up to billion in financial relief from the sure programme sure helps eu countries cover the costs of national short time work schemes and similar measures allowing companies to safeguard jobs 
2020-05-13 10:53:41+00:00,millions of smes and family run businesses working in the tourism sector risk bankruptcies and job losses they urgently need to go back to work we aim to support them by ensuring liquidity with eu funding and flexibility under state aid rules 
2020-05-13 10:51:38+00:00,we recommend making vouchers a more attractive option for consumers as travellers have the right to choose between vouchers or cash reimbursement for cancelled transport tickets or package travel 
2020-05-13 10:45:14+00:00,cross border interoperability of tracing apps needs to be ensured so that citizens can be warned of a potential infection with when they travel in the eu 
2020-05-13 10:42:43+00:00,we are looking to give people the ability confidence and safety to travel again by lifting internal border controls and by restoring transport services across the eu our priority is to restore mobility as soon as possible but only with clear provisions for safety and health 
2020-05-13 10:36:15+00:00,as soon as the health situation allows people should be able to catch up with friends and family in the eu we also aim to help the sector recover this all while respecting health precautions and preparing for a more sustainable and digital tourism in the future 
2020-05-13 10:24:28+00:00,we propose new guidance on how to safely resume travel and reboot europe s tourism in and beyond tourism is vital to the single market as well as a key contributor to the eus economic social and cultural way of life more in the thread 
2020-05-13 10:22:40+00:00,interpretation in other languages here 
2020-05-13 10:03:47+00:00,we are helping european tourism get back on track while staying healthy and safe join us live for the press conference on resuming travel and rebooting europes tourism with and 
2020-05-13 06:45:00+00:00,we set the record straight on some of the false stories around the like misleading healthcare information consumer fraud and more facts can save lives 
2020-05-12 15:03:33+00:00,we are launching a fit for future expert group that listens to citizens and gathers evidence to help the commission cut red tape and make eu laws future proof thereby supporting the recovery 
2020-05-12 14:10:09+00:00, the survival of humanity depends on us standing together libyan filmmaker mohammed el selini joins the coronavirus more 
2020-05-12 14:01:00+00:00,congratulations to the winners of the first ever jan amos comenius prize the prize goes to secondary schools from across europe that teach about the european union in a creative way we are pleased to give recognition and visibility to their valuable work 
2020-05-12 12:40:52+00:00, helping curing caring  and so much more health workers are europes modern day heroes on we pay tribute to all the nursing staff who are on the front lines of the health crisis to keep us safe 
2020-05-12 10:56:10+00:00, european youth together call for proposals will help europe wide networks of youth organisations for projects addressing the effects of this crisis youth organisations need our support and we count on them being part of a sustainable long term recovery 
2020-05-12 10:20:08+00:00,we have published guidance on related humanitarian aid to syria despite eu sanctions by clarifying responsibilities and processes for provision of this aid it should facilitate the work of humanitarian operators when providing aid more 
2020-05-12 10:12:18+00:00, large scale research projects have been granted million to develop treatments and diagnostics for the this is part of the fast track call for proposals launched in march by the innovative medicines initiative a public private partnership 
2020-05-11 16:19:11+00:00, there is the hope that a vaccine will be found in the not too distant future thank you dr board chair of for joining the coronavirus 
2020-05-11 15:16:17+00:00,when it comes to stopping the spread of the coronavirus we are all responsible face masks can be worn in combination with other preventive measures and must be used properly more 
2020-05-11 13:48:25+00:00,we are working closely together with to protect child migrants and refugees our efforts to relocate unaccompanied children from migrant camps on greek islands to other eu countries continue 
2020-05-11 10:51:36+00:00,we welcome the eurogroup s agreement on the pandemic crisis support instrument of the european stability mechanism it will provide support to all euro area countries for financing of healthcare cure and prevention costs due to the more 
2020-05-11 10:30:59+00:00,we decided to postpone the entry into force of two eu taxation measures to take account of the difficulties that businesses and eu countries are facing with the crisis 
2020-05-11 10:12:06+00:00,further masks have been delivered to north macedonia and montenegro from the reserve to help countries affected by the with these new batches of masks we will give protection to essential workers more 
2020-05-10 15:50:00+00:00, human health is too precious for bargaining we cannot agree more with nobel laureate in chemistry professor dr ben feringa who joins the coronavirus 
2020-05-10 13:58:33+00:00,european supercomputers are fighting coronavirus a consortium of the best scientific minds in the technological and bio medical fields is matching digital coronavirus models against a huge chemical library to discover an effective drug more 
2020-05-10 11:32:03+00:00,our unity and solidarity will ultimately beat the the eu supported a medical team from romania who traveled to italy to fight the coronavirus pandemic read joe stroescus story here 
2020-05-10 07:00:00+00:00,thank you for joining us yesterday for it is still uncertain how the situation will evolve but we truly hope to celebrate this day next year in person all over europe until then we stand 
2020-05-09 18:42:12+00:00,today we are today we are lets keep celebrating with our live concert on facebook click here 
2020-05-09 16:17:03+00:00,today is and more than ever we are united against coronavirus our have a special message for you turn up the sound one of the eus founding principles is multilingualism more here 
2020-05-09 13:52:34+00:00,also adding slovak thanks to all our amazing interpreters 
2020-05-09 11:24:38+00:00,happy to you too 
2020-05-09 11:20:16+00:00,happy 
2020-05-09 11:18:08+00:00,joyeuse vous 
2020-05-09 10:00:00+00:00, unites us and languages too our have a special message for you turn up the sound today more than ever let s be one of the eus founding principles is multilingualism learn more here 
2020-05-09 09:25:08+00:00,today is only united are we able to maintain the european project continue preserving peace and work for a sustainable future in europe together with all eu leaders we celebrate solidarity that keeps us 
2020-05-09 08:30:00+00:00,join us in the celebrations from your home tune into europe by satellite channels for debates on key moments of eu history integration and our future 
