date,text,before_2020
2020-04-14 11:39:24+00:00,the has always been the eus main solidarity tool to address crisis situations we welcome the s adoption of our draft amending budget for  billion will be freed up to respond to the crisis ,After 2020
2020-04-10 14:32:00+00:00,the eu is working to tackle the economic effects the outbreak mobilising eu budget to support hard hit smes short term employment plan flexibility of budgetary rules proposing an eu solidarity fund temporary state aid rules ,After 2020
2020-04-10 11:05:04+00:00,the faces of european solidarity a team of european doctors and nurses from romania and norway deployed through the eu civil protection mechanism are now in italy helping medical staff battle the learn more ,After 2020
2020-04-08 10:32:39+00:00,the eu and china have been working together since the beginning of the outbreak in february we delivered tonnes of equipment to china we are grateful that china has returned the sign of solidarity by donating masks and testing kits which have arrived in rome ,After 2020
2020-04-05 11:00:00+00:00,this week we introduced sure the eus new solidarity instrument it will mobilise billion to help workers keep their incomes and keep businesses running learn more ,After 2020
2020-04-03 14:11:28+00:00,to tackle the emergency it is vital that medical equipment and devices get more accessible and arrive quickly to where they are needed this is why we are temporarily waiving customs duties and vat on imports from non eu countries ,After 2020
2020-04-02 11:02:37+00:00,the eu short term employment scheme sure is a new billion solidarity instrument that will help workers keep their incomes and keep businesses running learn more ,After 2020
2020-03-31 14:15:31+00:00,a crisis without borders cannot be resolved by putting barriers between us we are seeing extraordinary marks of solidarity between eu countries regions and cities this only goes to prove that it is only by helping each other that we can help ourselves ,After 2020
2020-03-26 14:55:50+00:00,we thank all g leaders for the solidarity shown to the eu from assistance to vulnerable countries to repatriation the has a pivotal role in ensuring global coordination during the crisis president amp michel joint statement ,After 2020
2020-03-20 14:08:04+00:00,regions and local communities are on the forefront of the crisis solidarity is key our cohesion fund responds to the emerging needs in the most exposed sectors amp helps the most affected areas all countries have been informed about the support they can receive ,After 2020
2020-03-16 11:54:44+00:00,today we presented guidelines for eu countries for an effective border management it protects health while preserving the integrity of the internal market to prevent shortages of medical equipment food our single market is a key instrument of eu solidarity more ,After 2020
2020-03-03 19:31:23+00:00,the situation at our border is not only greece s issue to manage it is the responsibility of europe as a whole and we will manage it in an orderly way with unity solidarity and determination ,After 2020
2020-03-03 11:19:10+00:00,we will provide up to million in funding for more research into treatment and diagnostics for the outbreak in collaboration with the private sector this will help speed up global response fast track call for proposals here ,After 2020
2020-02-27 16:53:12+00:00,we stand in full solidarity with italy during this trying time the measures taken by the italian authorities were important to avoid further spread of the a joint mission and in italy is currently ongoing and will result in an updated risk assessment ,After 2020
2020-02-26 15:38:46+00:00,commissioner met the italian minister of health and representatives from and in rome to discuss measures to reduce the further spread of she highlighted our absolute solidarity with italy during this trying time ,After 2020
2020-02-17 14:49:48+00:00, solidarity has saved so many lives in albania today we promise that our solidarity will continue to be as strong as it was in the first hours after the earthquake we pledge a sustained wave of investments for reconstruction president ,After 2020
2020-01-28 10:15:33+00:00,the eus general data protection regulation has given you the right to clear accessible information be forgotten access correct delete your data object the processing of your data have a say when decisions are automated be informed if your data is lost,After 2020
2020-01-23 07:38:06+00:00, today we commemorate two milestones in franco german and european history both symbolise our eu values peace freedom tolerance and solidarity ,After 2020
2020-01-20 14:21:21+00:00,the eu humanitarian budget is set to help people in over countries in  humanitarian crises are increasing in severity and their impact has become worsened by climate change aid allows us to save millions of lives putting solidarity into action ,After 2020
2020-01-15 11:17:01+00:00,this year  year old europeans will travel across europe thanks to passes they will explore the continent discovering its richness diversity and solidarity ,After 2020
2020-01-15 11:08:26+00:00,we re launching two programmes to boost collaboration and information sharing in the eu building trust and knowledge together is essential for our safety in the digital world more ,After 2020
2020-01-14 16:44:04+00:00,we must show solidarity with the most affected regions in europe to make sure the has a chance to become a reality see how the just transition mechanism will assist them ,After 2020
2020-01-07 14:54:58+00:00, our emergency response coordination centre is actively following the situation in australia the eu stands in full solidarity with australians and is ready to assist as needed we are waiting for specified requests ,After 2020
2020-01-04 09:00:27+00:00,equality freedom rule of law democracy human rights human dignity european union values are common to eu countries in a society in which inclusion tolerance justice solidarity and non discrimination prevail ,After 2020
2019-12-27 09:29:52+00:00, years since the fall of the berlin wall peace solidarity dignity freedom unity europe this year we marked the th anniversary of the fall of the berlin wall a decisive moment in european history ,Before 2020
2019-12-16 11:04:50+00:00,good news for rail passengers in czechia brand new wagons will soon provide faster and greener transportation in south moravia thanks to eu funding we aim to make public transportation more accessible more ,Before 2020
2019-11-19 09:11:41+00:00,we have an deal for this will allow the eu to focus its resources on climate change jobs young people security and solidarity in the eu more here ,Before 2020
2019-11-18 08:53:09+00:00, this is a positive moment for eu cancer research together we re making cancer screening accessible easy and accurate marcis is developing an eu funded technology that will be able to detect diseases like cancer from breath ,Before 2020
2019-11-16 09:35:00+00:00,want your organisation to address social challenges and promote solidarity join the european solidarity corps how to apply ,Before 2020
2019-11-11 16:01:03+00:00,we have just launched an call supporting volunteering partnerships amp projects volunteering teams in high priority areas traineeships amp jobs solidarity projects apply deadlines between feb oct  ,Before 2020
2019-11-11 11:29:30+00:00,in just three years  young people have registered in the european solidarity corps database a clear message they are ready to support people and communities in need over  young people have already participated more ,Before 2020
2019-11-11 11:24:11+00:00,european solidarity corps call for project proposals eu support for organisations enables young people who have registered to engage where needed while gaining invaluable experiences how to apply ,Before 2020
2019-11-09 08:00:00+00:00,peace solidarity dignity freedom unity europe today we mark the th anniversary of the fall of the berlin wall a decisive moment in european history ,Before 2020
2019-10-30 13:58:56+00:00,hi boerge were constantly improving the quality of our consultations to ensure they are understandable pose relevant and unbiased questions and are multilingual in return they make our policy making process more transparent and accessible thank you the social media team,Before 2020
2019-10-27 09:00:00+00:00,over the past five years the eu has ended roaming charges brought investment back bolstered data protection led the fight against climate change banned single use plastics set rules on work life balance created the solidarity corps and much more ,Before 2020
2019-10-26 14:05:32+00:00, has made a difference to the lives of millions of people in austria eu investment brings to life new treatments to combat cancer rapid allergy diagnosis audiovisual content accessible for the deaf and more ,Before 2020
2019-10-22 10:03:16+00:00,under junckers mandate the eu ended roaming charges enhanced data protection brought investment back lead the fight against climate change banned single use plastics created solidarity corps and improved erasmus work life balance rules and more ,Before 2020
2019-10-15 10:31:21+00:00,housing should be accessible for all we support affordable and energy efficient housing in germany with million in financing for  new homes learn more ,Before 2020
2019-10-10 10:07:48+00:00, i am shocked by the news of the brutal attacks in halle yesterday on yom kippur the holiest day of the jewish year growing antisemitism is a call for all europeans to stand together on this day we stand in solidarity with the jewish community ,Before 2020
2019-09-24 10:21:34+00:00,the international contact group on venezuela met in the margins of to review the latest developments we announced that we will co host an international solidarity conference on the venezuelan refugee and migrant crisis on  october more ,Before 2020
2019-09-15 16:04:06+00:00,did you know the stars on the eu flag stand for unity solidarity and harmony among the peoples of europe more about the flag ,Before 2020
2019-09-08 16:45:00+00:00,this week the breakthrough prize was awarded to event horizon telescope a global scientific collaboration involving scientists that captured the first image of a black hole the prize recognises achievements in life sciences fundamental physics and mathematics ,Before 2020
2019-09-06 10:21:35+00:00,congratulations to the event horizon telescope for winning the breakthrough prize this global scientific collaboration involving scientists captured the first ever image of a black hole ,Before 2020
2019-08-30 10:22:32+00:00,the eu is investing  million to buy new tram vehicles for the city of dresden by december  trams will be accessible to people with disabilities and will lead to better air quality with this clean transport system ,Before 2020
2019-08-30 10:11:36+00:00,the eu stands in solidarity with bolivia and all countries in the region affected by devastating fires we have been requested to provide assistance and are mobilising a team of experts from eu countries to be deployed to the affected areas ,Before 2020
2019-08-15 09:15:53+00:00,this is eu solidarity in action fire fighting planes from the reserve from italy and spain are deployed in greece to fight devastating forest fires it civil protection,Before 2020
2019-08-14 10:16:57+00:00,we stand in full solidarity with greece facing devastating forest fires three fire fighting planes from the reserve from italy and spain are already in action we are ready to provide further assistance ,Before 2020
2019-08-04 12:05:02+00:00,we are working to make the european citizens initiative a tool that everyone is familiar with a tool that is accessible and easy to use learn more about it here ,Before 2020
2019-07-30 06:21:02+00:00,today is world the eu is about friendship the eu is about solidarity the eu is about peace ,Before 2020
2019-07-28 13:02:56+00:00,we are stepping up aid to save lives eu humanitarian aid to fight against ebola in the democratic republic of congo will increase million we also stand in solidarity with the frontline responders risking their life to tackle the outbreak more ,Before 2020
2019-07-25 06:18:00+00:00,in july  simone veil was elected as the first president of the european parliament following direct suffrage we need a europe capable of solidarity of independence and of cooperation she stressed in her inaugural speech ,Before 2020
2019-06-29 06:24:00+00:00,robert schuman the architect of the european integration project was born on june  europe will not be made all at once or according to a single plan it will be built through concrete achievements which first create a de facto solidarity schuman declaration ,Before 2020
2019-06-05 11:08:35+00:00,our  will focus on young people jobs climate change security solidarity humanitarian aid regional development sustainable growth more here ,Before 2020
2019-06-03 10:59:58+00:00,we support opportunities for artists with the new call is open to visual and performing artists funding will help them develop international collaborations present work in another country or develop projects with local communities more ,Before 2020
